ID,target_color,target_shape,has_target,N_distractors,P_interfere,N_unique_distractors,number,pref,distractors,str_out,isright,input_tokens
3800,green,square,True,2,1.0,2,0,col,"[{'color': 'green', 'shape': 'square', 'pos': [116, 89]}, {'color': 'green', 'shape': 'triangle', 'pos': [128, 383]}, {'color': 'orange', 'shape': 'square', 'pos': [288, 155]}]",yes<end_of_turn>,True,301
3801,green,square,True,2,1.0,2,0,sha,"[{'color': 'green', 'shape': 'square', 'pos': [301, 418]}, {'color': 'orange', 'shape': 'square', 'pos': [209, 244]}, {'color': 'green', 'shape': 'star', 'pos': [33, 263]}]",yes<end_of_turn>,True,301
3802,green,square,False,2,1.0,2,0,col,"[{'color': 'green', 'shape': 'circle', 'pos': [143, 329]}, {'color': 'yellow', 'shape': 'square', 'pos': [172, 376]}]",no<end_of_turn>,True,301
3803,green,square,False,2,1.0,2,0,sha,"[{'color': 'blue', 'shape': 'square', 'pos': [430, 99]}, {'color': 'green', 'shape': 'pentagon', 'pos': [143, 59]}]",no<end_of_turn>,True,301
3804,green,square,True,4,0.0,4,0,col,"[{'color': 'green', 'shape': 'square', 'pos': [338, 261]}, {'color': 'purple', 'shape': 'heart', 'pos': [35, 376]}, {'color': 'purple', 'shape': 'star', 'pos': [128, 281]}, {'color': 'blue', 'shape': 'heart', 'pos': [175, 129]}, {'color': 'blue', 'shape': 'star', 'pos': [46, 26]}]",yes<end_of_turn>,True,301
3805,green,square,True,4,0.0,4,0,sha,"[{'color': 'green', 'shape': 'square', 'pos': [301, 245]}, {'color': 'purple', 'shape': 'triangle', 'pos': [356, 25]}, {'color': 'purple', 'shape': 'heart', 'pos': [47, 189]}, {'color': 'orange', 'shape': 'triangle', 'pos': [249, 29]}, {'color': 'orange', 'shape': 'heart', 'pos': [407, 122]}]",yes<end_of_turn>,True,301
3806,green,square,False,4,0.0,4,0,col,"[{'color': 'orange', 'shape': 'pentagon', 'pos': [163, 125]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [129, 366]}, {'color': 'orange', 'shape': 'triangle', 'pos': [268, 120]}, {'color': 'purple', 'shape': 'triangle', 'pos': [185, 388]}]",no<end_of_turn>,True,301
3807,green,square,False,4,0.0,4,0,sha,"[{'color': 'purple', 'shape': 'star', 'pos': [222, 25]}, {'color': 'blue', 'shape': 'heart', 'pos': [154, 231]}, {'color': 'blue', 'shape': 'star', 'pos': [120, 111]}, {'color': 'purple', 'shape': 'heart', 'pos': [40, 263]}]",no<end_of_turn>,True,301
3808,green,square,True,4,0.25,4,0,col,"[{'color': 'green', 'shape': 'square', 'pos': [148, 194]}, {'color': 'green', 'shape': 'circle', 'pos': [233, 419]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [411, 215]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [338, 165]}, {'color': 'orange', 'shape': 'circle', 'pos': [88, 88]}]",no<end_of_turn>,False,301
3809,green,square,True,4,0.25,4,0,sha,"[{'color': 'green', 'shape': 'square', 'pos': [253, 46]}, {'color': 'orange', 'shape': 'square', 'pos': [96, 239]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [157, 65]}, {'color': 'orange', 'shape': 'circle', 'pos': [324, 111]}, {'color': 'yellow', 'shape': 'circle', 'pos': [23, 366]}]",yes<end_of_turn>,True,301
3810,green,square,False,4,0.25,4,0,col,"[{'color': 'green', 'shape': 'heart', 'pos': [211, 338]}, {'color': 'purple', 'shape': 'star', 'pos': [109, 274]}, {'color': 'yellow', 'shape': 'heart', 'pos': [193, 18]}, {'color': 'purple', 'shape': 'heart', 'pos': [33, 264]}]",no<end_of_turn>,True,301
3811,green,square,False,4,0.25,4,0,sha,"[{'color': 'orange', 'shape': 'square', 'pos': [297, 271]}, {'color': 'yellow', 'shape': 'circle', 'pos': [339, 287]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [353, 35]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [263, 418]}]",no<end_of_turn>,True,301
3812,green,square,True,4,0.5,4,0,col,"[{'color': 'green', 'shape': 'square', 'pos': [129, 330]}, {'color': 'green', 'shape': 'star', 'pos': [375, 234]}, {'color': 'blue', 'shape': 'square', 'pos': [133, 411]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [308, 197]}, {'color': 'yellow', 'shape': 'star', 'pos': [363, 38]}]",yes<end_of_turn>,True,301
3813,green,square,True,4,0.5,4,0,sha,"[{'color': 'green', 'shape': 'square', 'pos': [186, 74]}, {'color': 'blue', 'shape': 'square', 'pos': [72, 240]}, {'color': 'green', 'shape': 'heart', 'pos': [36, 126]}, {'color': 'purple', 'shape': 'triangle', 'pos': [213, 354]}, {'color': 'blue', 'shape': 'heart', 'pos': [372, 193]}]",yes<end_of_turn>,True,301
3814,green,square,False,4,0.5,4,0,col,"[{'color': 'green', 'shape': 'triangle', 'pos': [101, 167]}, {'color': 'purple', 'shape': 'square', 'pos': [37, 247]}, {'color': 'red', 'shape': 'star', 'pos': [21, 17]}, {'color': 'purple', 'shape': 'star', 'pos': [178, 78]}]",no<end_of_turn>,True,301
3815,green,square,False,4,0.5,4,0,sha,"[{'color': 'blue', 'shape': 'square', 'pos': [303, 421]}, {'color': 'green', 'shape': 'triangle', 'pos': [225, 144]}, {'color': 'purple', 'shape': 'circle', 'pos': [321, 220]}, {'color': 'purple', 'shape': 'triangle', 'pos': [123, 320]}]",no<end_of_turn>,True,301
3816,green,square,True,4,0.75,4,0,col,"[{'color': 'green', 'shape': 'square', 'pos': [91, 155]}, {'color': 'green', 'shape': 'pentagon', 'pos': [59, 203]}, {'color': 'red', 'shape': 'square', 'pos': [242, 365]}, {'color': 'green', 'shape': 'heart', 'pos': [378, 328]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [313, 159]}]",yes<end_of_turn>,True,301
3817,green,square,True,4,0.75,4,0,sha,"[{'color': 'green', 'shape': 'square', 'pos': [214, 287]}, {'color': 'purple', 'shape': 'square', 'pos': [164, 231]}, {'color': 'green', 'shape': 'pentagon', 'pos': [19, 207]}, {'color': 'orange', 'shape': 'square', 'pos': [181, 84]}, {'color': 'orange', 'shape': 'circle', 'pos': [125, 217]}]",yes<end_of_turn>,True,301
3818,green,square,False,4,0.75,4,0,col,"[{'color': 'green', 'shape': 'pentagon', 'pos': [325, 165]}, {'color': 'yellow', 'shape': 'square', 'pos': [280, 90]}, {'color': 'green', 'shape': 'triangle', 'pos': [42, 45]}, {'color': 'purple', 'shape': 'triangle', 'pos': [238, 177]}]",no<end_of_turn>,True,301
3819,green,square,False,4,0.75,4,0,sha,"[{'color': 'purple', 'shape': 'square', 'pos': [114, 110]}, {'color': 'green', 'shape': 'triangle', 'pos': [162, 135]}, {'color': 'red', 'shape': 'square', 'pos': [410, 355]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [379, 310]}]",no<end_of_turn>,True,301
3820,green,square,True,4,1.0,4,0,col,"[{'color': 'green', 'shape': 'square', 'pos': [239, 277]}, {'color': 'green', 'shape': 'triangle', 'pos': [362, 355]}, {'color': 'red', 'shape': 'square', 'pos': [403, 389]}, {'color': 'green', 'shape': 'circle', 'pos': [333, 244]}, {'color': 'yellow', 'shape': 'square', 'pos': [324, 152]}]",yes<end_of_turn>,True,301
3821,green,square,True,4,1.0,4,0,sha,"[{'color': 'green', 'shape': 'square', 'pos': [65, 123]}, {'color': 'blue', 'shape': 'square', 'pos': [358, 298]}, {'color': 'green', 'shape': 'heart', 'pos': [248, 45]}, {'color': 'yellow', 'shape': 'square', 'pos': [330, 23]}, {'color': 'green', 'shape': 'pentagon', 'pos': [275, 219]}]",yes<end_of_turn>,True,301
3822,green,square,False,4,1.0,4,0,col,"[{'color': 'green', 'shape': 'star', 'pos': [326, 95]}, {'color': 'purple', 'shape': 'square', 'pos': [331, 61]}, {'color': 'green', 'shape': 'heart', 'pos': [92, 219]}, {'color': 'red', 'shape': 'square', 'pos': [298, 142]}]",no<end_of_turn>,True,301
3823,green,square,False,4,1.0,4,0,sha,"[{'color': 'blue', 'shape': 'square', 'pos': [323, 407]}, {'color': 'green', 'shape': 'triangle', 'pos': [137, 19]}, {'color': 'yellow', 'shape': 'square', 'pos': [234, 186]}, {'color': 'green', 'shape': 'circle', 'pos': [383, 190]}]",no<end_of_turn>,True,301
3824,green,triangle,True,2,0.0,2,0,col,"[{'color': 'green', 'shape': 'triangle', 'pos': [411, 31]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [225, 252]}, {'color': 'yellow', 'shape': 'circle', 'pos': [83, 108]}]",yes<end_of_turn>,True,301
3825,green,triangle,True,2,0.0,2,0,sha,"[{'color': 'green', 'shape': 'triangle', 'pos': [168, 60]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [292, 20]}, {'color': 'red', 'shape': 'pentagon', 'pos': [22, 192]}]",yes<end_of_turn>,True,301
3826,green,triangle,False,2,0.0,2,0,col,"[{'color': 'purple', 'shape': 'star', 'pos': [301, 190]}, {'color': 'purple', 'shape': 'square', 'pos': [66, 66]}]",no<end_of_turn>,True,301
3827,green,triangle,False,2,0.0,2,0,sha,"[{'color': 'purple', 'shape': 'heart', 'pos': [63, 109]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [263, 244]}]",no<end_of_turn>,True,301
3828,green,triangle,True,2,0.5,2,0,col,"[{'color': 'green', 'shape': 'triangle', 'pos': [155, 150]}, {'color': 'green', 'shape': 'square', 'pos': [332, 261]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [61, 374]}]",no<end_of_turn>,False,301
3829,green,triangle,True,2,0.5,2,0,sha,"[{'color': 'green', 'shape': 'triangle', 'pos': [136, 70]}, {'color': 'orange', 'shape': 'triangle', 'pos': [26, 171]}, {'color': 'red', 'shape': 'square', 'pos': [51, 235]}]",yes<end_of_turn>,True,301
3830,green,triangle,False,2,0.5,2,0,col,"[{'color': 'green', 'shape': 'heart', 'pos': [192, 271]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [215, 38]}]",no<end_of_turn>,True,301
3831,green,triangle,False,2,0.5,2,0,sha,"[{'color': 'purple', 'shape': 'triangle', 'pos': [420, 334]}, {'color': 'blue', 'shape': 'heart', 'pos': [53, 247]}]",no<end_of_turn>,True,301
3832,green,triangle,True,2,1.0,2,0,col,"[{'color': 'green', 'shape': 'triangle', 'pos': [320, 202]}, {'color': 'green', 'shape': 'circle', 'pos': [67, 143]}, {'color': 'blue', 'shape': 'triangle', 'pos': [52, 355]}]",yes<end_of_turn>,True,301
3833,green,triangle,True,2,1.0,2,0,sha,"[{'color': 'green', 'shape': 'triangle', 'pos': [295, 147]}, {'color': 'purple', 'shape': 'triangle', 'pos': [421, 149]}, {'color': 'green', 'shape': 'circle', 'pos': [208, 284]}]",no<end_of_turn>,False,301
3834,green,triangle,False,2,1.0,2,0,col,"[{'color': 'green', 'shape': 'square', 'pos': [411, 56]}, {'color': 'blue', 'shape': 'triangle', 'pos': [384, 16]}]",no<end_of_turn>,True,301
3835,green,triangle,False,2,1.0,2,0,sha,"[{'color': 'orange', 'shape': 'triangle', 'pos': [79, 203]}, {'color': 'green', 'shape': 'star', 'pos': [79, 154]}]",no<end_of_turn>,True,301
3836,green,triangle,True,4,0.0,4,0,col,"[{'color': 'green', 'shape': 'triangle', 'pos': [414, 113]}, {'color': 'orange', 'shape': 'square', 'pos': [280, 117]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [352, 216]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [413, 263]}, {'color': 'yellow', 'shape': 'square', 'pos': [59, 345]}]",yes<end_of_turn>,True,301
3837,green,triangle,True,4,0.0,4,0,sha,"[{'color': 'green', 'shape': 'triangle', 'pos': [365, 25]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [233, 45]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [322, 152]}, {'color': 'yellow', 'shape': 'heart', 'pos': [273, 322]}, {'color': 'purple', 'shape': 'heart', 'pos': [64, 109]}]",yes<end_of_turn>,True,301
3838,green,triangle,False,4,0.0,4,0,col,"[{'color': 'blue', 'shape': 'star', 'pos': [228, 336]}, {'color': 'red', 'shape': 'square', 'pos': [257, 18]}, {'color': 'blue', 'shape': 'square', 'pos': [113, 294]}, {'color': 'red', 'shape': 'star', 'pos': [431, 45]}]",no<end_of_turn>,True,301
3839,green,triangle,False,4,0.0,4,0,sha,"[{'color': 'red', 'shape': 'heart', 'pos': [430, 194]}, {'color': 'orange', 'shape': 'heart', 'pos': [273, 142]}, {'color': 'red', 'shape': 'pentagon', 'pos': [155, 425]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [51, 370]}]",no<end_of_turn>,True,301
3840,green,triangle,True,4,0.25,4,0,col,"[{'color': 'green', 'shape': 'triangle', 'pos': [382, 226]}, {'color': 'green', 'shape': 'pentagon', 'pos': [138, 207]}, {'color': 'yellow', 'shape': 'star', 'pos': [274, 133]}, {'color': 'blue', 'shape': 'star', 'pos': [181, 27]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [192, 406]}]",yes<end_of_turn>,True,301
