ID,target_color,target_shape,has_target,N_distractors,P_interfere,N_unique_distractors,number,pref,distractors,str_out,isright,input_tokens
3200,purple,circle,True,8,0.0,4,0,col,"[{'color': 'purple', 'shape': 'circle', 'pos': [67, 184]}, {'color': 'orange', 'shape': 'heart', 'pos': [374, 135]}, {'color': 'orange', 'shape': 'heart', 'pos': [123, 212]}, {'color': 'red', 'shape': 'heart', 'pos': [124, 398]}, {'color': 'red', 'shape': 'heart', 'pos': [219, 255]}, {'color': 'red', 'shape': 'pentagon', 'pos': [261, 324]}, {'color': 'red', 'shape': 'pentagon', 'pos': [270, 358]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [144, 76]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [34, 105]}]",yes<end_of_turn>,True,301
3201,purple,circle,True,8,0.0,4,0,sha,"[{'color': 'purple', 'shape': 'circle', 'pos': [226, 61]}, {'color': 'red', 'shape': 'pentagon', 'pos': [325, 100]}, {'color': 'red', 'shape': 'pentagon', 'pos': [29, 20]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [416, 36]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [352, 149]}, {'color': 'orange', 'shape': 'star', 'pos': [369, 19]}, {'color': 'orange', 'shape': 'star', 'pos': [115, 351]}, {'color': 'red', 'shape': 'star', 'pos': [129, 36]}, {'color': 'red', 'shape': 'star', 'pos': [56, 201]}]",yes<end_of_turn>,True,301
3202,purple,circle,False,8,0.0,4,0,col,"[{'color': 'red', 'shape': 'triangle', 'pos': [54, 285]}, {'color': 'red', 'shape': 'triangle', 'pos': [326, 71]}, {'color': 'blue', 'shape': 'triangle', 'pos': [120, 286]}, {'color': 'blue', 'shape': 'triangle', 'pos': [70, 202]}, {'color': 'red', 'shape': 'pentagon', 'pos': [211, 233]}, {'color': 'red', 'shape': 'pentagon', 'pos': [409, 305]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [252, 137]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [289, 89]}]",no<end_of_turn>,True,301
3203,purple,circle,False,8,0.0,4,0,sha,"[{'color': 'blue', 'shape': 'triangle', 'pos': [18, 34]}, {'color': 'blue', 'shape': 'triangle', 'pos': [284, 43]}, {'color': 'red', 'shape': 'square', 'pos': [242, 78]}, {'color': 'red', 'shape': 'square', 'pos': [64, 277]}, {'color': 'red', 'shape': 'triangle', 'pos': [252, 313]}, {'color': 'red', 'shape': 'triangle', 'pos': [355, 395]}, {'color': 'blue', 'shape': 'square', 'pos': [33, 213]}, {'color': 'blue', 'shape': 'square', 'pos': [416, 60]}]",no<end_of_turn>,True,301
3204,purple,circle,True,8,0.25,4,0,col,"[{'color': 'purple', 'shape': 'circle', 'pos': [215, 380]}, {'color': 'purple', 'shape': 'triangle', 'pos': [195, 205]}, {'color': 'purple', 'shape': 'triangle', 'pos': [347, 336]}, {'color': 'orange', 'shape': 'heart', 'pos': [385, 306]}, {'color': 'orange', 'shape': 'heart', 'pos': [275, 261]}, {'color': 'green', 'shape': 'triangle', 'pos': [180, 98]}, {'color': 'green', 'shape': 'triangle', 'pos': [361, 88]}, {'color': 'orange', 'shape': 'triangle', 'pos': [328, 123]}, {'color': 'orange', 'shape': 'triangle', 'pos': [293, 377]}]",yes<end_of_turn>,True,301
3205,purple,circle,True,8,0.25,4,0,sha,"[{'color': 'purple', 'shape': 'circle', 'pos': [207, 34]}, {'color': 'green', 'shape': 'circle', 'pos': [146, 253]}, {'color': 'green', 'shape': 'circle', 'pos': [228, 424]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [178, 331]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [336, 124]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [22, 246]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [401, 418]}, {'color': 'green', 'shape': 'pentagon', 'pos': [59, 188]}, {'color': 'green', 'shape': 'pentagon', 'pos': [352, 232]}]",yes<end_of_turn>,True,301
3206,purple,circle,False,8,0.25,4,0,col,"[{'color': 'purple', 'shape': 'pentagon', 'pos': [252, 392]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [188, 76]}, {'color': 'red', 'shape': 'triangle', 'pos': [182, 217]}, {'color': 'red', 'shape': 'triangle', 'pos': [340, 380]}, {'color': 'green', 'shape': 'triangle', 'pos': [78, 378]}, {'color': 'green', 'shape': 'triangle', 'pos': [314, 44]}, {'color': 'red', 'shape': 'pentagon', 'pos': [89, 233]}, {'color': 'red', 'shape': 'pentagon', 'pos': [16, 340]}]",no<end_of_turn>,True,301
3207,purple,circle,False,8,0.25,4,0,sha,"[{'color': 'yellow', 'shape': 'circle', 'pos': [352, 310]}, {'color': 'yellow', 'shape': 'circle', 'pos': [387, 109]}, {'color': 'blue', 'shape': 'star', 'pos': [191, 428]}, {'color': 'blue', 'shape': 'star', 'pos': [263, 326]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [225, 171]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [427, 240]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [60, 23]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [387, 335]}]",no<end_of_turn>,True,301
3208,purple,circle,True,8,0.5,4,0,col,"[{'color': 'purple', 'shape': 'circle', 'pos': [173, 427]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [48, 164]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [410, 431]}, {'color': 'yellow', 'shape': 'circle', 'pos': [277, 338]}, {'color': 'yellow', 'shape': 'circle', 'pos': [151, 88]}, {'color': 'blue', 'shape': 'star', 'pos': [80, 348]}, {'color': 'blue', 'shape': 'star', 'pos': [82, 404]}, {'color': 'yellow', 'shape': 'star', 'pos': [357, 310]}, {'color': 'yellow', 'shape': 'star', 'pos': [62, 128]}]",yes<end_of_turn>,True,301
3209,purple,circle,True,8,0.5,4,0,sha,"[{'color': 'purple', 'shape': 'circle', 'pos': [283, 136]}, {'color': 'red', 'shape': 'circle', 'pos': [155, 336]}, {'color': 'red', 'shape': 'circle', 'pos': [389, 390]}, {'color': 'purple', 'shape': 'triangle', 'pos': [428, 306]}, {'color': 'purple', 'shape': 'triangle', 'pos': [17, 292]}, {'color': 'orange', 'shape': 'star', 'pos': [275, 42]}, {'color': 'orange', 'shape': 'star', 'pos': [331, 141]}, {'color': 'red', 'shape': 'star', 'pos': [91, 310]}, {'color': 'red', 'shape': 'star', 'pos': [27, 417]}]",yes<end_of_turn>,True,301
