ID,target_color,target_shape,has_target,N_distractors,P_interfere,N_unique_distractors,number,pref,distractors,str_out,isright,input_tokens
0100,red,triangle,True,8,0.0,4,0,col,"[{'color': 'red', 'shape': 'triangle', 'pos': [389, 123]}, {'color': 'green', 'shape': 'square', 'pos': [393, 280]}, {'color': 'green', 'shape': 'square', 'pos': [25, 328]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [252, 359]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [198, 409]}, {'color': 'green', 'shape': 'pentagon', 'pos': [125, 399]}, {'color': 'green', 'shape': 'pentagon', 'pos': [362, 392]}, {'color': 'purple', 'shape': 'square', 'pos': [109, 269]}, {'color': 'purple', 'shape': 'square', 'pos': [404, 43]}]",yes<end_of_turn>,True,301
0101,red,triangle,True,8,0.0,4,0,sha,"[{'color': 'red', 'shape': 'triangle', 'pos': [157, 421]}, {'color': 'orange', 'shape': 'square', 'pos': [178, 322]}, {'color': 'orange', 'shape': 'square', 'pos': [353, 249]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [203, 201]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [93, 50]}, {'color': 'blue', 'shape': 'square', 'pos': [368, 313]}, {'color': 'blue', 'shape': 'square', 'pos': [235, 288]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [269, 158]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [174, 67]}]",yes<end_of_turn>,True,301
0102,red,triangle,False,8,0.0,4,0,col,"[{'color': 'blue', 'shape': 'square', 'pos': [49, 148]}, {'color': 'blue', 'shape': 'square', 'pos': [126, 402]}, {'color': 'orange', 'shape': 'square', 'pos': [367, 248]}, {'color': 'orange', 'shape': 'square', 'pos': [154, 307]}, {'color': 'orange', 'shape': 'circle', 'pos': [410, 431]}, {'color': 'orange', 'shape': 'circle', 'pos': [344, 310]}, {'color': 'blue', 'shape': 'circle', 'pos': [44, 233]}, {'color': 'blue', 'shape': 'circle', 'pos': [392, 333]}]",no<end_of_turn>,True,301
0103,red,triangle,False,8,0.0,4,0,sha,"[{'color': 'orange', 'shape': 'square', 'pos': [338, 197]}, {'color': 'orange', 'shape': 'square', 'pos': [211, 351]}, {'color': 'yellow', 'shape': 'star', 'pos': [412, 102]}, {'color': 'yellow', 'shape': 'star', 'pos': [44, 50]}, {'color': 'orange', 'shape': 'star', 'pos': [122, 385]}, {'color': 'orange', 'shape': 'star', 'pos': [367, 299]}, {'color': 'yellow', 'shape': 'square', 'pos': [215, 414]}, {'color': 'yellow', 'shape': 'square', 'pos': [104, 315]}]",no<end_of_turn>,True,301
0104,red,triangle,True,8,0.25,4,0,col,"[{'color': 'red', 'shape': 'triangle', 'pos': [194, 37]}, {'color': 'red', 'shape': 'heart', 'pos': [98, 185]}, {'color': 'red', 'shape': 'heart', 'pos': [368, 283]}, {'color': 'purple', 'shape': 'star', 'pos': [423, 217]}, {'color': 'purple', 'shape': 'star', 'pos': [391, 360]}, {'color': 'blue', 'shape': 'heart', 'pos': [177, 179]}, {'color': 'blue', 'shape': 'heart', 'pos': [357, 321]}, {'color': 'blue', 'shape': 'star', 'pos': [430, 399]}, {'color': 'blue', 'shape': 'star', 'pos': [254, 281]}]",yes<end_of_turn>,True,301
0105,red,triangle,True,8,0.25,4,0,sha,"[{'color': 'red', 'shape': 'triangle', 'pos': [313, 224]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [180, 30]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [126, 295]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [362, 206]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [32, 421]}, {'color': 'orange', 'shape': 'circle', 'pos': [335, 323]}, {'color': 'orange', 'shape': 'circle', 'pos': [362, 364]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [315, 74]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [407, 293]}]",yes<end_of_turn>,True,301
0106,red,triangle,False,8,0.25,4,0,col,"[{'color': 'red', 'shape': 'pentagon', 'pos': [414, 216]}, {'color': 'red', 'shape': 'pentagon', 'pos': [163, 133]}, {'color': 'orange', 'shape': 'square', 'pos': [408, 163]}, {'color': 'orange', 'shape': 'square', 'pos': [425, 363]}, {'color': 'purple', 'shape': 'square', 'pos': [309, 146]}, {'color': 'purple', 'shape': 'square', 'pos': [93, 331]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [429, 426]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [59, 367]}]",no<end_of_turn>,True,301
0107,red,triangle,False,8,0.25,4,0,sha,"[{'color': 'blue', 'shape': 'triangle', 'pos': [61, 322]}, {'color': 'blue', 'shape': 'triangle', 'pos': [363, 337]}, {'color': 'green', 'shape': 'heart', 'pos': [232, 220]}, {'color': 'green', 'shape': 'heart', 'pos': [42, 276]}, {'color': 'green', 'shape': 'circle', 'pos': [376, 215]}, {'color': 'green', 'shape': 'circle', 'pos': [408, 285]}, {'color': 'blue', 'shape': 'circle', 'pos': [98, 192]}, {'color': 'blue', 'shape': 'circle', 'pos': [393, 418]}]",no<end_of_turn>,True,301
0108,red,triangle,True,8,0.5,4,0,col,"[{'color': 'red', 'shape': 'triangle', 'pos': [240, 160]}, {'color': 'red', 'shape': 'pentagon', 'pos': [280, 42]}, {'color': 'red', 'shape': 'pentagon', 'pos': [294, 238]}, {'color': 'blue', 'shape': 'triangle', 'pos': [112, 82]}, {'color': 'blue', 'shape': 'triangle', 'pos': [425, 389]}, {'color': 'green', 'shape': 'star', 'pos': [139, 408]}, {'color': 'green', 'shape': 'star', 'pos': [236, 70]}, {'color': 'green', 'shape': 'pentagon', 'pos': [319, 206]}, {'color': 'green', 'shape': 'pentagon', 'pos': [355, 115]}]",yes<end_of_turn>,True,301
0109,red,triangle,True,8,0.5,4,0,sha,"[{'color': 'red', 'shape': 'triangle', 'pos': [254, 218]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [261, 411]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [364, 264]}, {'color': 'red', 'shape': 'pentagon', 'pos': [260, 53]}, {'color': 'red', 'shape': 'pentagon', 'pos': [147, 206]}, {'color': 'blue', 'shape': 'circle', 'pos': [170, 374]}, {'color': 'blue', 'shape': 'circle', 'pos': [347, 362]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [410, 305]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [257, 378]}]",yes<end_of_turn>,True,301
