ID,target_color,target_shape,has_target,N_distractors,P_interfere,N_unique_distractors,number,pref,distractors,str_out,isright,input_tokens
3700,red,pentagon,True,2,0.5,2,0,col,"[{'color': 'red', 'shape': 'pentagon', 'pos': [244, 45]}, {'color': 'red', 'shape': 'circle', 'pos': [353, 213]}, {'color': 'purple', 'shape': 'star', 'pos': [396, 78]}]",yes<end_of_turn>,True,302
3701,red,pentagon,True,2,0.5,2,0,sha,"[{'color': 'red', 'shape': 'pentagon', 'pos': [326, 204]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [247, 334]}, {'color': 'blue', 'shape': 'circle', 'pos': [117, 335]}]",yes<end_of_turn>,True,302
3702,red,pentagon,False,2,0.5,2,0,col,"[{'color': 'red', 'shape': 'heart', 'pos': [429, 89]}, {'color': 'blue', 'shape': 'square', 'pos': [341, 76]}]",no<end_of_turn>,True,302
3703,red,pentagon,False,2,0.5,2,0,sha,"[{'color': 'green', 'shape': 'pentagon', 'pos': [66, 282]}, {'color': 'orange', 'shape': 'circle', 'pos': [303, 123]}]",no<end_of_turn>,True,302
3704,red,pentagon,True,2,1.0,2,0,col,"[{'color': 'red', 'shape': 'pentagon', 'pos': [212, 381]}, {'color': 'red', 'shape': 'triangle', 'pos': [344, 283]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [424, 232]}]",yes<end_of_turn>,True,302
3705,red,pentagon,True,2,1.0,2,0,sha,"[{'color': 'red', 'shape': 'pentagon', 'pos': [168, 130]}, {'color': 'green', 'shape': 'pentagon', 'pos': [300, 415]}, {'color': 'red', 'shape': 'triangle', 'pos': [299, 21]}]",yes<end_of_turn>,True,302
3706,red,pentagon,False,2,1.0,2,0,col,"[{'color': 'red', 'shape': 'star', 'pos': [349, 257]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [229, 46]}]",no<end_of_turn>,True,302
3707,red,pentagon,False,2,1.0,2,0,sha,"[{'color': 'green', 'shape': 'pentagon', 'pos': [73, 253]}, {'color': 'red', 'shape': 'star', 'pos': [61, 423]}]",no<end_of_turn>,True,302
3708,red,pentagon,True,4,0.0,4,0,col,"[{'color': 'red', 'shape': 'pentagon', 'pos': [159, 122]}, {'color': 'purple', 'shape': 'star', 'pos': [51, 210]}, {'color': 'orange', 'shape': 'star', 'pos': [39, 28]}, {'color': 'orange', 'shape': 'circle', 'pos': [304, 175]}, {'color': 'purple', 'shape': 'circle', 'pos': [345, 31]}]",yes<end_of_turn>,True,302
3709,red,pentagon,True,4,0.0,4,0,sha,"[{'color': 'red', 'shape': 'pentagon', 'pos': [108, 109]}, {'color': 'orange', 'shape': 'heart', 'pos': [195, 33]}, {'color': 'orange', 'shape': 'square', 'pos': [62, 212]}, {'color': 'yellow', 'shape': 'square', 'pos': [107, 405]}, {'color': 'yellow', 'shape': 'heart', 'pos': [265, 298]}]",yes<end_of_turn>,True,302
3710,red,pentagon,False,4,0.0,4,0,col,"[{'color': 'orange', 'shape': 'circle', 'pos': [71, 50]}, {'color': 'orange', 'shape': 'star', 'pos': [23, 246]}, {'color': 'green', 'shape': 'circle', 'pos': [343, 423]}, {'color': 'green', 'shape': 'star', 'pos': [336, 326]}]",no<end_of_turn>,True,302
3711,red,pentagon,False,4,0.0,4,0,sha,"[{'color': 'orange', 'shape': 'heart', 'pos': [234, 411]}, {'color': 'yellow', 'shape': 'heart', 'pos': [407, 25]}, {'color': 'orange', 'shape': 'square', 'pos': [17, 278]}, {'color': 'yellow', 'shape': 'square', 'pos': [382, 386]}]",no<end_of_turn>,True,302
