ID,target_color,target_shape,has_target,N_distractors,P_interfere,N_unique_distractors,number,pref,distractors,str_out,isright,input_tokens
0800,green,circle,True,8,0.0,4,0,col,"[{'color': 'green', 'shape': 'circle', 'pos': [166, 176]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [170, 400]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [73, 389]}, {'color': 'purple', 'shape': 'triangle', 'pos': [128, 224]}, {'color': 'purple', 'shape': 'triangle', 'pos': [312, 227]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [367, 427]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [215, 115]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [243, 56]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [79, 206]}]",yes<end_of_turn>,True,301
0801,green,circle,True,8,0.0,4,0,sha,"[{'color': 'green', 'shape': 'circle', 'pos': [71, 319]}, {'color': 'purple', 'shape': 'triangle', 'pos': [242, 235]}, {'color': 'purple', 'shape': 'triangle', 'pos': [305, 321]}, {'color': 'red', 'shape': 'triangle', 'pos': [145, 313]}, {'color': 'red', 'shape': 'triangle', 'pos': [98, 53]}, {'color': 'purple', 'shape': 'star', 'pos': [278, 199]}, {'color': 'purple', 'shape': 'star', 'pos': [340, 350]}, {'color': 'red', 'shape': 'star', 'pos': [393, 241]}, {'color': 'red', 'shape': 'star', 'pos': [181, 188]}]",yes<end_of_turn>,True,301
0802,green,circle,False,8,0.0,4,0,col,"[{'color': 'purple', 'shape': 'triangle', 'pos': [364, 237]}, {'color': 'purple', 'shape': 'triangle', 'pos': [78, 228]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [386, 23]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [193, 186]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [295, 255]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [76, 119]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [281, 207]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [17, 168]}]",no<end_of_turn>,True,301
0803,green,circle,False,8,0.0,4,0,sha,"[{'color': 'purple', 'shape': 'star', 'pos': [311, 250]}, {'color': 'purple', 'shape': 'star', 'pos': [378, 254]}, {'color': 'blue', 'shape': 'star', 'pos': [84, 333]}, {'color': 'blue', 'shape': 'star', 'pos': [374, 195]}, {'color': 'purple', 'shape': 'heart', 'pos': [402, 71]}, {'color': 'purple', 'shape': 'heart', 'pos': [235, 430]}, {'color': 'blue', 'shape': 'heart', 'pos': [191, 26]}, {'color': 'blue', 'shape': 'heart', 'pos': [421, 275]}]",no<end_of_turn>,True,301
0804,green,circle,True,8,0.25,4,0,col,"[{'color': 'green', 'shape': 'circle', 'pos': [203, 421]}, {'color': 'green', 'shape': 'triangle', 'pos': [399, 308]}, {'color': 'green', 'shape': 'triangle', 'pos': [125, 227]}, {'color': 'blue', 'shape': 'heart', 'pos': [285, 279]}, {'color': 'blue', 'shape': 'heart', 'pos': [110, 88]}, {'color': 'yellow', 'shape': 'heart', 'pos': [16, 254]}, {'color': 'yellow', 'shape': 'heart', 'pos': [224, 162]}, {'color': 'blue', 'shape': 'triangle', 'pos': [221, 221]}, {'color': 'blue', 'shape': 'triangle', 'pos': [412, 60]}]",yes<end_of_turn>,True,301
0805,green,circle,True,8,0.25,4,0,sha,"[{'color': 'green', 'shape': 'circle', 'pos': [189, 296]}, {'color': 'blue', 'shape': 'circle', 'pos': [329, 140]}, {'color': 'blue', 'shape': 'circle', 'pos': [162, 403]}, {'color': 'purple', 'shape': 'heart', 'pos': [245, 161]}, {'color': 'purple', 'shape': 'heart', 'pos': [295, 251]}, {'color': 'blue', 'shape': 'star', 'pos': [154, 103]}, {'color': 'blue', 'shape': 'star', 'pos': [263, 402]}, {'color': 'purple', 'shape': 'star', 'pos': [239, 328]}, {'color': 'purple', 'shape': 'star', 'pos': [40, 226]}]",yes<end_of_turn>,True,301
0806,green,circle,False,8,0.25,4,0,col,"[{'color': 'green', 'shape': 'triangle', 'pos': [92, 96]}, {'color': 'green', 'shape': 'triangle', 'pos': [156, 325]}, {'color': 'purple', 'shape': 'heart', 'pos': [66, 403]}, {'color': 'purple', 'shape': 'heart', 'pos': [37, 281]}, {'color': 'blue', 'shape': 'heart', 'pos': [401, 59]}, {'color': 'blue', 'shape': 'heart', 'pos': [216, 388]}, {'color': 'purple', 'shape': 'triangle', 'pos': [220, 154]}, {'color': 'purple', 'shape': 'triangle', 'pos': [190, 315]}]",no<end_of_turn>,True,301
0807,green,circle,False,8,0.25,4,0,sha,"[{'color': 'purple', 'shape': 'circle', 'pos': [286, 384]}, {'color': 'purple', 'shape': 'circle', 'pos': [240, 231]}, {'color': 'blue', 'shape': 'triangle', 'pos': [156, 211]}, {'color': 'blue', 'shape': 'triangle', 'pos': [200, 209]}, {'color': 'purple', 'shape': 'star', 'pos': [340, 165]}, {'color': 'purple', 'shape': 'star', 'pos': [344, 249]}, {'color': 'blue', 'shape': 'star', 'pos': [98, 240]}, {'color': 'blue', 'shape': 'star', 'pos': [148, 79]}]",no<end_of_turn>,True,301
0808,green,circle,True,8,0.5,4,0,col,"[{'color': 'green', 'shape': 'circle', 'pos': [419, 115]}, {'color': 'green', 'shape': 'triangle', 'pos': [232, 198]}, {'color': 'green', 'shape': 'triangle', 'pos': [127, 149]}, {'color': 'orange', 'shape': 'circle', 'pos': [31, 342]}, {'color': 'orange', 'shape': 'circle', 'pos': [411, 401]}, {'color': 'purple', 'shape': 'heart', 'pos': [140, 338]}, {'color': 'purple', 'shape': 'heart', 'pos': [50, 44]}, {'color': 'purple', 'shape': 'triangle', 'pos': [376, 43]}, {'color': 'purple', 'shape': 'triangle', 'pos': [291, 155]}]",yes<end_of_turn>,True,301
0809,green,circle,True,8,0.5,4,0,sha,"[{'color': 'green', 'shape': 'circle', 'pos': [218, 110]}, {'color': 'purple', 'shape': 'circle', 'pos': [353, 205]}, {'color': 'purple', 'shape': 'circle', 'pos': [39, 292]}, {'color': 'green', 'shape': 'pentagon', 'pos': [410, 388]}, {'color': 'green', 'shape': 'pentagon', 'pos': [222, 400]}, {'color': 'orange', 'shape': 'triangle', 'pos': [98, 155]}, {'color': 'orange', 'shape': 'triangle', 'pos': [143, 119]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [131, 80]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [342, 163]}]",yes<end_of_turn>,True,301
0810,green,circle,False,8,0.5,4,0,col,"[{'color': 'green', 'shape': 'star', 'pos': [200, 66]}, {'color': 'green', 'shape': 'star', 'pos': [385, 398]}, {'color': 'blue', 'shape': 'circle', 'pos': [332, 192]}, {'color': 'blue', 'shape': 'circle', 'pos': [292, 428]}, {'color': 'orange', 'shape': 'heart', 'pos': [153, 203]}, {'color': 'orange', 'shape': 'heart', 'pos': [384, 229]}, {'color': 'blue', 'shape': 'heart', 'pos': [418, 414]}, {'color': 'blue', 'shape': 'heart', 'pos': [341, 92]}]",no<end_of_turn>,True,301
0811,green,circle,False,8,0.5,4,0,sha,"[{'color': 'orange', 'shape': 'circle', 'pos': [336, 188]}, {'color': 'orange', 'shape': 'circle', 'pos': [348, 362]}, {'color': 'green', 'shape': 'star', 'pos': [169, 135]}, {'color': 'green', 'shape': 'star', 'pos': [323, 48]}, {'color': 'red', 'shape': 'pentagon', 'pos': [73, 90]}, {'color': 'red', 'shape': 'pentagon', 'pos': [388, 124]}, {'color': 'red', 'shape': 'star', 'pos': [302, 188]}, {'color': 'red', 'shape': 'star', 'pos': [373, 66]}]",no<end_of_turn>,True,301
0812,green,circle,True,8,0.75,4,0,col,"[{'color': 'green', 'shape': 'circle', 'pos': [196, 278]}, {'color': 'green', 'shape': 'star', 'pos': [254, 294]}, {'color': 'green', 'shape': 'star', 'pos': [76, 119]}, {'color': 'yellow', 'shape': 'circle', 'pos': [61, 68]}, {'color': 'yellow', 'shape': 'circle', 'pos': [358, 43]}, {'color': 'green', 'shape': 'heart', 'pos': [217, 421]}, {'color': 'green', 'shape': 'heart', 'pos': [398, 329]}, {'color': 'orange', 'shape': 'star', 'pos': [164, 111]}, {'color': 'orange', 'shape': 'star', 'pos': [270, 381]}]",yes<end_of_turn>,True,301
0813,green,circle,True,8,0.75,4,0,sha,"[{'color': 'green', 'shape': 'circle', 'pos': [146, 333]}, {'color': 'blue', 'shape': 'circle', 'pos': [370, 335]}, {'color': 'blue', 'shape': 'circle', 'pos': [309, 242]}, {'color': 'green', 'shape': 'pentagon', 'pos': [166, 122]}, {'color': 'green', 'shape': 'pentagon', 'pos': [80, 235]}, {'color': 'red', 'shape': 'circle', 'pos': [212, 362]}, {'color': 'red', 'shape': 'circle', 'pos': [414, 326]}, {'color': 'red', 'shape': 'triangle', 'pos': [200, 115]}, {'color': 'red', 'shape': 'triangle', 'pos': [298, 85]}]",no<end_of_turn>,False,301
