ID,target_color,target_shape,has_target,N_distractors,P_interfere,N_unique_distractors,number,pref,distractors,str_out,isright,input_tokens
3400,purple,star,True,8,0.0,4,0,col,"[{'color': 'purple', 'shape': 'star', 'pos': [299, 68]}, {'color': 'red', 'shape': 'square', 'pos': [136, 74]}, {'color': 'red', 'shape': 'square', 'pos': [99, 337]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [221, 181]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [63, 322]}, {'color': 'red', 'shape': 'pentagon', 'pos': [78, 165]}, {'color': 'red', 'shape': 'pentagon', 'pos': [201, 72]}, {'color': 'yellow', 'shape': 'square', 'pos': [79, 390]}, {'color': 'yellow', 'shape': 'square', 'pos': [360, 123]}]",yes<end_of_turn>,True,301
3401,purple,star,True,8,0.0,4,0,sha,"[{'color': 'purple', 'shape': 'star', 'pos': [179, 68]}, {'color': 'orange', 'shape': 'triangle', 'pos': [221, 178]}, {'color': 'orange', 'shape': 'triangle', 'pos': [361, 192]}, {'color': 'orange', 'shape': 'heart', 'pos': [229, 397]}, {'color': 'orange', 'shape': 'heart', 'pos': [373, 133]}, {'color': 'blue', 'shape': 'triangle', 'pos': [413, 91]}, {'color': 'blue', 'shape': 'triangle', 'pos': [248, 22]}, {'color': 'blue', 'shape': 'heart', 'pos': [158, 224]}, {'color': 'blue', 'shape': 'heart', 'pos': [76, 350]}]",yes<end_of_turn>,True,301
3402,purple,star,False,8,0.0,4,0,col,"[{'color': 'red', 'shape': 'square', 'pos': [69, 245]}, {'color': 'red', 'shape': 'square', 'pos': [234, 233]}, {'color': 'red', 'shape': 'heart', 'pos': [116, 130]}, {'color': 'red', 'shape': 'heart', 'pos': [151, 75]}, {'color': 'yellow', 'shape': 'heart', 'pos': [170, 315]}, {'color': 'yellow', 'shape': 'heart', 'pos': [388, 75]}, {'color': 'yellow', 'shape': 'square', 'pos': [17, 289]}, {'color': 'yellow', 'shape': 'square', 'pos': [32, 209]}]",no<end_of_turn>,True,301
3403,purple,star,False,8,0.0,4,0,sha,"[{'color': 'orange', 'shape': 'square', 'pos': [418, 227]}, {'color': 'orange', 'shape': 'square', 'pos': [346, 310]}, {'color': 'red', 'shape': 'triangle', 'pos': [165, 375]}, {'color': 'red', 'shape': 'triangle', 'pos': [247, 356]}, {'color': 'orange', 'shape': 'triangle', 'pos': [23, 400]}, {'color': 'orange', 'shape': 'triangle', 'pos': [345, 197]}, {'color': 'red', 'shape': 'square', 'pos': [126, 29]}, {'color': 'red', 'shape': 'square', 'pos': [159, 87]}]",no<end_of_turn>,True,301
3404,purple,star,True,8,0.25,4,0,col,"[{'color': 'purple', 'shape': 'star', 'pos': [185, 336]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [84, 75]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [244, 60]}, {'color': 'orange', 'shape': 'square', 'pos': [203, 383]}, {'color': 'orange', 'shape': 'square', 'pos': [62, 292]}, {'color': 'green', 'shape': 'square', 'pos': [258, 131]}, {'color': 'green', 'shape': 'square', 'pos': [139, 148]}, {'color': 'green', 'shape': 'pentagon', 'pos': [321, 271]}, {'color': 'green', 'shape': 'pentagon', 'pos': [199, 426]}]",yes<end_of_turn>,True,301
3405,purple,star,True,8,0.25,4,0,sha,"[{'color': 'purple', 'shape': 'star', 'pos': [58, 176]}, {'color': 'orange', 'shape': 'star', 'pos': [261, 38]}, {'color': 'orange', 'shape': 'star', 'pos': [354, 397]}, {'color': 'red', 'shape': 'triangle', 'pos': [272, 174]}, {'color': 'red', 'shape': 'triangle', 'pos': [140, 117]}, {'color': 'red', 'shape': 'heart', 'pos': [354, 226]}, {'color': 'red', 'shape': 'heart', 'pos': [315, 118]}, {'color': 'orange', 'shape': 'heart', 'pos': [370, 35]}, {'color': 'orange', 'shape': 'heart', 'pos': [126, 54]}]",yes<end_of_turn>,True,301
3406,purple,star,False,8,0.25,4,0,col,"[{'color': 'purple', 'shape': 'triangle', 'pos': [278, 371]}, {'color': 'purple', 'shape': 'triangle', 'pos': [224, 43]}, {'color': 'orange', 'shape': 'circle', 'pos': [28, 235]}, {'color': 'orange', 'shape': 'circle', 'pos': [158, 241]}, {'color': 'red', 'shape': 'circle', 'pos': [125, 426]}, {'color': 'red', 'shape': 'circle', 'pos': [413, 263]}, {'color': 'red', 'shape': 'triangle', 'pos': [319, 127]}, {'color': 'red', 'shape': 'triangle', 'pos': [361, 156]}]",no<end_of_turn>,True,301
3407,purple,star,False,8,0.25,4,0,sha,"[{'color': 'yellow', 'shape': 'star', 'pos': [163, 40]}, {'color': 'yellow', 'shape': 'star', 'pos': [286, 321]}, {'color': 'red', 'shape': 'pentagon', 'pos': [278, 66]}, {'color': 'red', 'shape': 'pentagon', 'pos': [161, 273]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [117, 230]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [156, 322]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [418, 27]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [338, 362]}]",no<end_of_turn>,True,301
3408,purple,star,True,8,0.5,4,0,col,"[{'color': 'purple', 'shape': 'star', 'pos': [157, 408]}, {'color': 'purple', 'shape': 'circle', 'pos': [115, 370]}, {'color': 'purple', 'shape': 'circle', 'pos': [162, 104]}, {'color': 'green', 'shape': 'star', 'pos': [387, 29]}, {'color': 'green', 'shape': 'star', 'pos': [71, 90]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [387, 281]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [64, 411]}, {'color': 'green', 'shape': 'pentagon', 'pos': [39, 59]}, {'color': 'green', 'shape': 'pentagon', 'pos': [264, 411]}]",no<end_of_turn>,False,301
3409,purple,star,True,8,0.5,4,0,sha,"[{'color': 'purple', 'shape': 'star', 'pos': [304, 337]}, {'color': 'blue', 'shape': 'star', 'pos': [406, 301]}, {'color': 'blue', 'shape': 'star', 'pos': [99, 117]}, {'color': 'purple', 'shape': 'heart', 'pos': [327, 236]}, {'color': 'purple', 'shape': 'heart', 'pos': [41, 349]}, {'color': 'green', 'shape': 'circle', 'pos': [407, 262]}, {'color': 'green', 'shape': 'circle', 'pos': [278, 275]}, {'color': 'green', 'shape': 'heart', 'pos': [320, 179]}, {'color': 'green', 'shape': 'heart', 'pos': [282, 399]}]",yes<end_of_turn>,True,301
