image_id,start,end,is_correct,steer_out,out0,P0,out1,P1,out2,P2,out3,P3
010,green,red,False,Green<|im_end|>,Green,0.9797435998916626,Te,0.012333151884377003,Emer,0.001669110730290413,Red,0.0014729849062860012
011,green,red,False,Green<|im_end|>,Green,0.9827927947044373,Emer,0.01588536612689495,Te,0.00019996723858639598,green,0.00017647046479396522
012,green,red,False,Green<|im_end|>,Green,0.9809622168540955,O,0.010897506028413773,Gray,0.002145846141502261,Brown,0.0011485886061564088
013,green,red,False,Green<|im_end|>,Green,0.8048672080039978,Light,0.05145343765616417,L,0.04007197916507721,Blue,0.04007197916507721
014,green,red,False,Green<|im_end|>,Green,0.971580445766449,Yellow,0.02284938283264637,Bright,0.002728969557210803,L,0.00047422380885109305
015,green,red,False,Green<|im_end|>,Green,0.9761577844619751,Yellow,0.013924142345786095,Bright,0.00512240594252944,L,0.0024196533486247063
016,green,red,False,Green<|im_end|>,Green,0.9651950001716614,White,0.029146363958716393,Red,0.0008801438962109387,Mult,0.0006854567327536643
017,green,red,False,Green<|im_end|>,Green,0.9960916638374329,Silver,0.000550922704860568,Emer,0.0004290590586606413,ĠGreen,0.00029488769359886646
018,green,red,False,Green<|im_end|>,Green,0.9560341835021973,Yellow,0.04200521111488342,Light,0.0005287675303407013,White,0.00028302890132181346
019,green,red,False,Green<|im_end|>,Green,0.9995378255844116,green,0.00010885843948926777,ĠGreen,6.602597568416968e-05,Red,5.8267720305593684e-05
020,blue,red,False,Blue<|im_end|>,Blue,0.9948073029518127,Mult,0.0007064866367727518,Orange,0.0005502123385667801,Yellow,0.00042850582394748926
021,blue,red,False,Blue<|im_end|>,Blue,0.9961029291152954,blue,0.0013216098304837942,Te,0.00037864758633077145,ĠBlue,0.000334155309246853
022,blue,red,False,Blue<|im_end|>,Blue,0.9940120577812195,Royal,0.00521609652787447,blue,0.00020225001208018512,ĠBlue,9.553614654578269e-05
023,blue,red,False,Blue<|im_end|>,Blue,0.9712942242622375,Royal,0.02588411420583725,Red,0.0012886942131444812,blue,0.000369217072147876
024,blue,red,False,Blue<|im_end|>,Blue,0.9687137603759766,Purple,0.02925262227654457,blue,0.0008833526517264545,V,0.00013546651462092996
025,blue,red,False,Blue<|im_end|>,Blue,0.8592751026153564,Purple,0.07992503046989441,Light,0.02594786137342453,blue,0.02594786137342453
026,blue,red,False,Blue<|im_end|>,Blue,0.9981467723846436,Red,0.0006255651824176311,blue,0.0004299442807678133,ĠBlue,0.00017922742699738592
027,blue,red,False,Blue<|im_end|>,Blue,0.9926320314407349,Light,0.004056659992784262,Te,0.0006221089279279113,blue,0.00025933358119800687
028,blue,red,False,Blue<|im_end|>,Blue,0.9956718683242798,Light,0.001496932003647089,Te,0.0008012499893084168,Tur,0.00042887820745818317
029,blue,red,False,Blue<|im_end|>,Blue,0.988805890083313,Royal,0.009693912230432034,blue,0.00037587375845760107,Red,0.00020119071996305138
030,yellow,red,False,Yellow<|im_end|>,Yellow,0.9788950681686401,Red,0.020316317677497864,yellow,0.00042165175545960665,ĠYellow,9.408322512172163e-05
031,yellow,red,False,Green<|im_end|>,Green,0.8175591230392456,Yellow,0.1420704573392868,L,0.027975333854556084,Ne,0.00486138416454196
032,yellow,red,False,Yellow<|im_end|>,Yellow,0.9984613656997681,Red,0.0009104789351113141,yellow,0.0004300797882024199,ĠYellow,8.468772284686565e-05
033,yellow,red,False,Yellow<|im_end|>,Yellow,0.8419207334518433,Must,0.11394158005714417,Orange,0.02542380429804325,Gold,0.0064281439408659935
034,yellow,red,False,Yellow<|im_end|>,Yellow,0.998389720916748,yellow,0.0011689941165968776,ĠYellow,0.0001582061522640288,Bright,0.00010873339488171041
035,yellow,red,False,Yellow<|im_end|>,Yellow,0.9369028210639954,Orange,0.05989418923854828,Bright,0.0012430642964318395,yellow,0.0005871819448657334
036,yellow,red,False,Yellow<|im_end|>,Yellow,0.9906408190727234,Red,0.008570722304284573,yellow,0.00029327403171919286,Bright,0.00010788947838591412
037,yellow,red,False,Yellow<|im_end|>,Yellow,0.9987694621086121,Red,0.0007093005115166306,yellow,0.00023027615679893643,ĠYellow,0.00010877475870074704
038,yellow,red,False,Yellow<|im_end|>,Yellow,0.6453108787536621,Orange,0.3454100489616394,Golden,0.0014116119127720594,Red,0.0010993644827976823
039,yellow,red,False,Yellow<|im_end|>,Yellow,0.52837735414505,Orange,0.4662913978099823,Red,0.0019056263845413923,Golden,0.0005459710955619812
040,orange,red,False,Orange<|im_end|>,Orange,0.9832212924957275,Red,0.01402489747852087,T,0.0006162109784781933,C,0.00032983400160446763
041,orange,red,False,Pink<|im_end|>,Pink,0.4999661445617676,Red,0.30324479937553406,Orange,0.1432427018880844,C,0.04103972017765045
042,orange,red,False,Orange<|im_end|>,Orange,0.9397650957107544,Yellow,0.028378445655107498,Red,0.02504388988018036,Bright,0.001246861880645156
043,orange,red,False,Orange<|im_end|>,Orange,0.8451880216598511,Red,0.1468716412782669,Bright,0.0030482241418212652,orange,0.0018488414352759719
044,orange,red,False,Orange<|im_end|>,Orange,0.9692137241363525,Red,0.02582867071032524,Yellow,0.0014571539359167218,Bright,0.001285933773033321
045,orange,red,False,Orange<|im_end|>,Orange,0.8143684267997742,Pink,0.097262442111969,Yellow,0.019152110442519188,Red,0.01690167747437954
046,orange,red,True,Red<|im_end|>,Red,0.8658633828163147,Orange,0.13278445601463318,red,0.0003729641903191805,Bright,0.0003729641903191805
047,orange,red,False,Orange<|im_end|>,Orange,0.9443416595458984,Red,0.05327611416578293,C,0.0004067681438755244,Bright,0.0002467173326294869
048,orange,red,False,Yellow<|im_end|>,Yellow,0.4832497239112854,White,0.25866493582725525,Orange,0.2014484405517578,Red,0.027263084426522255
049,orange,red,True,Red<|im_end|>,Red,0.8823113441467285,Orange,0.10537707060575485,red,0.008649876341223717,Yellow,0.001503123203292489
050,purple,red,False,Purple<|im_end|>,Purple,0.8668742775917053,Blue,0.09136787056922913,Black,0.02038692869246006,Pink,0.01091233640909195
051,purple,red,False,Purple<|im_end|>,Purple,0.6919284462928772,Pink,0.28843867778778076,Red,0.009869828820228577,purple,0.004114356357604265
052,purple,red,False,Blue<|im_end|>,Blue,0.6476773023605347,Purple,0.34667667746543884,blue,0.002335889032110572,purple,0.0008593255188316107
053,purple,red,False,Purple<|im_end|>,Purple,0.9894691705703735,purple,0.009700414724647999,Red,0.00017766928067430854,Blue,0.00015679259377066046
054,purple,red,False,Purple<|im_end|>,Purple,0.9951831698417664,L,0.001695413957349956,Pink,0.001165239606052637,V,0.000706753577105701
055,purple,red,False,Purple<|im_end|>,Purple,0.9981696605682373,Pink,0.0007088745478540659,purple,0.0005520720151253045,V,0.00026078036171384156
056,purple,red,False,Purple<|im_end|>,Purple,0.9960182309150696,Red,0.0014974528457969427,Pink,0.0006242311792448163,V,0.00048615181003697217
057,purple,red,False,Purple<|im_end|>,Purple,0.998551070690155,V,0.0003349765611346811,purple,0.000295615813229233,P,0.00017930002650246024
058,purple,red,False,Purple<|im_end|>,Purple,0.9721415042877197,L,0.025906693190336227,Light,0.00032611715141683817,Pink,0.00032611715141683817
059,purple,red,False,Purple<|im_end|>,Purple,0.9114776849746704,purple,0.08478062599897385,Red,0.0015528115909546614,red,0.0010672305943444371
000,red,green,False,Red<|im_end|>,Red,0.9929835796356201,red,0.004598426632583141,Green,0.001916909241117537,Orange,8.422310929745436e-05
001,red,green,False,Red<|im_end|>,Red,0.9571087956428528,Brown,0.032750461250543594,Orange,0.003911484964191914,Wood,0.0012698732316493988
002,red,green,False,Red<|im_end|>,Red,0.7400011420249939,Brown,0.1457148641347885,Mar,0.1001482680439949,B,0.008220670744776726
003,red,green,False,Red<|im_end|>,Red,0.9419219493865967,red,0.05313960462808609,Green,0.004361964296549559,Yellow,0.00013171990576665848
004,red,green,False,Red<|im_end|>,Red,0.8758775591850281,Pink,0.11853713542222977,C,0.0016908415127545595,Bright,0.0007986969430930912
005,red,green,False,Red<|im_end|>,Red,0.9561015963554382,red,0.0420081727206707,Green,0.0009879375575110316,Bright,0.00022043865465093404
006,red,green,False,Red<|im_end|>,Red,0.999423623085022,red,0.0004304942558519542,RED,5.8261062804376706e-05,Bright,2.143304664059542e-05
007,red,green,False,Red<|im_end|>,Red,0.996563732624054,Orange,0.002470234641805291,red,0.0005511838244274259,RED,7.459462358383462e-05
008,red,green,False,Red<|im_end|>,Red,0.9964854717254639,Pink,0.0010296660475432873,Green,0.0005511405179277062,red,0.0004863798385486007
009,red,green,False,Red<|im_end|>,Red,0.9660762548446655,Pink,0.020050272345542908,Orange,0.009471078403294086,red,0.0012817709939554334
020,blue,green,False,Blue<|im_end|>,Blue,0.9929332733154297,Mult,0.001317404443398118,Green,0.0006222977535799146,Orange,0.000515902996994555
021,blue,green,False,Blue<|im_end|>,Blue,0.9911407828330994,Green,0.0031545839738100767,blue,0.00168852717615664,Light,0.000903803389519453
022,blue,green,False,Blue<|im_end|>,Blue,0.9983997941017151,Royal,0.0010316441766917706,blue,0.00020314278663136065,ĠBlue,0.00010873450082726777
023,blue,green,False,Blue<|im_end|>,Blue,0.993914783000946,Royal,0.0052155861631035805,blue,0.00025966871180571616,ĠBlue,0.00010824604396475479
