image_id,start,end,is_correct,steer_out,out0,P0,out1,P1,out2,P2,out3,P3
010,green,red,False,Green<|im_end|>,Green,0.8633396029472351,Red,0.10311121493577957,Te,0.023007219657301903,Emer,0.0018885476747527719
011,green,red,False,Green<|im_end|>,Green,0.9301866888999939,Red,0.05247754603624344,Emer,0.015035067684948444,Te,0.00040067097870633006
012,green,red,False,Green<|im_end|>,Green,0.9579889178276062,O,0.025529539212584496,Gray,0.003455047495663166,Red,0.003455047495663166
013,green,red,False,Green<|im_end|>,Green,0.5504230856895447,Yellow,0.10838472843170166,Blue,0.09564918279647827,Light,0.08441011607646942
014,green,red,False,Green<|im_end|>,Green,0.9597169756889343,Yellow,0.02898094244301319,Red,0.005706685595214367,Bright,0.002695647766813636
015,green,red,False,Green<|im_end|>,Green,0.9402713179588318,Yellow,0.036458276212215424,Bright,0.013412249274551868,Red,0.0029926777351647615
016,green,red,False,Green<|im_end|>,Green,0.7279870510101318,Red,0.20857179164886475,White,0.052735209465026855,Mult,0.002317023230716586
017,green,red,False,Green<|im_end|>,Green,0.9548379182815552,Red,0.03702308237552643,Silver,0.0018432707292959094,Gold,0.000986631726846099
018,green,red,False,Green<|im_end|>,Green,0.8780061602592468,Yellow,0.11882521212100983,White,0.0007065605605021119,Light,0.0005502699059434235
019,green,red,False,Green<|im_end|>,Green,0.8924143314361572,Red,0.10658369213342667,green,0.0001815780851757154,ĠGreen,0.00016024209617171437
020,blue,red,False,Blue<|im_end|>,Blue,0.9445813894271851,Red,0.0285238865762949,Mult,0.006364539265632629,Orange,0.003406692296266556
021,blue,red,False,Blue<|im_end|>,Blue,0.9562969207763672,Red,0.03707965463399887,Te,0.0014377342304214835,blue,0.0009881393052637577
022,blue,red,False,Blue<|im_end|>,Blue,0.9578620195388794,Red,0.022526755928993225,Royal,0.01754385605454445,Bright,0.00041259193676523864
023,blue,red,False,Blue<|im_end|>,Blue,0.867712140083313,Red,0.0807098001241684,Royal,0.048952970653772354,blue,0.00037376052932813764
024,blue,red,False,Blue<|im_end|>,Blue,0.8492173552513123,Purple,0.14757183194160461,blue,0.0006030924268998206,V,0.0003657940251287073
025,blue,red,False,Blue<|im_end|>,Blue,0.5495456457138062,Purple,0.37769684195518494,Light,0.03513127565383911,blue,0.014644894748926163
026,blue,red,False,Blue<|im_end|>,Blue,0.9650464057922363,Red,0.03302207216620445,blue,0.0003668421122711152,Purple,0.00022250096662901342
027,blue,red,False,Blue<|im_end|>,Blue,0.8767526745796204,Red,0.10471317172050476,Light,0.004060170613229275,Te,0.003162063891068101
028,blue,red,False,Blue<|im_end|>,Blue,0.989719033241272,Red,0.002779917325824499,Te,0.0021650015842169523,Light,0.0014879823429509997
029,blue,red,False,Blue<|im_end|>,Blue,0.9019513726234436,Red,0.07403668016195297,Royal,0.021211864426732063,Bright,0.00044023821828886867
030,yellow,red,True,Red<|im_end|>,Red,0.9616533517837524,Yellow,0.03728734701871872,red,0.0006829415797255933,RED,7.198152161436155e-05
031,yellow,red,False,Green<|im_end|>,Green,0.9393721222877502,L,0.028366580605506897,Yellow,0.025033418089151382,Ne,0.002638503210619092
032,yellow,red,True,Red<|im_end|>,Red,0.9761467576026917,Yellow,0.02295677177608013,red,0.0006932344404049218,RED,4.4316995627013966e-05
033,yellow,red,False,Yellow<|im_end|>,Yellow,0.5896863341331482,Must,0.2169335037469864,Orange,0.1490960568189621,Gold,0.008411424234509468
034,yellow,red,True,Red<|im_end|>,Red,0.9450514316558838,Yellow,0.0533161535859108,red,0.0009765193681232631,Bright,0.0002178909198846668
035,yellow,red,True,Red<|im_end|>,Red,0.45879772305488586,Orange,0.4048875570297241,Yellow,0.13144774734973907,Bright,0.002407549414783716
