image_id,start,end,is_correct,steer_out,out0,P0,out1,P1,out2,P2,out3,P3
010,green,red,True,Red<|im_end|>,Red,0.963111400604248,Green,0.013738046400249004,Te,0.01212378405034542,red,0.003936016466468573
011,green,red,True,Red<|im_end|>,Red,0.9980042576789856,Green,0.0005519805708900094,red,0.0003793703217525035,Emer,0.00015814507787581533
012,green,red,True,Red<|im_end|>,Red,0.8944368362426758,Green,0.044531386345624924,O,0.030605943873524666,Brown,0.02103513851761818
013,green,red,False,Yellow<|im_end|>,Yellow,0.4041651487350464,Blue,0.16848109662532806,Red,0.09018144011497498,Green,0.07958483695983887
014,green,red,True,Red<|im_end|>,Red,0.8837512731552124,Yellow,0.09314669668674469,Bright,0.009817590937018394,Green,0.007645946927368641
015,green,red,True,Red<|im_end|>,Red,0.9202404022216797,Yellow,0.04043254256248474,Green,0.019098980352282524,Bright,0.014874300919473171
016,green,red,True,Red<|im_end|>,Red,0.8952730298042297,White,0.0943610817193985,B,0.0013459884794428945,Green,0.0010482568759471178
017,green,red,True,Red<|im_end|>,Red,0.9386314153671265,Green,0.04124058783054352,Gold,0.005581306293606758,Silver,0.002636422635987401
018,green,red,False,Yellow<|im_end|>,Yellow,0.8642232418060303,Green,0.09108845889568329,Red,0.03797132149338722,White,0.0021421953570097685
019,green,red,True,Red<|im_end|>,Red,0.9984476566314697,Green,0.0005522257997654378,red,0.00043007388012483716,C,8.4686565969605e-05
020,blue,red,True,Red<|im_end|>,Red,0.605718195438385,Blue,0.3673866391181946,Orange,0.006728921551257372,Mult,0.005240489263087511
021,blue,red,True,Red<|im_end|>,Red,0.8464254140853882,Blue,0.14708666503429413,red,0.0018515480915084481,Yellow,0.0008746093371883035
022,blue,red,True,Red<|im_end|>,Red,0.6958549618721008,Blue,0.29007548093795776,Royal,0.009925837628543377,Bright,0.0017248520161956549
023,blue,red,True,Red<|im_end|>,Red,0.8191161155700684,Blue,0.16129350662231445,Royal,0.017000211402773857,Bright,0.0005133618833497167
024,blue,red,False,Blue<|im_end|>,Blue,0.421749472618103,Red,0.3721925914287567,Purple,0.19922035932540894,Bright,0.0011846075067296624
025,blue,red,False,Purple<|im_end|>,Purple,0.4464619755744934,Blue,0.2707928717136383,Red,0.18611304461956024,Light,0.02222803235054016
026,blue,red,True,Red<|im_end|>,Red,0.6773114204406738,Blue,0.3199392557144165,red,0.0008986435132101178,Bright,0.0001662323484197259
027,blue,red,True,Red<|im_end|>,Red,0.9970832467079163,Blue,0.0005514711374416947,red,0.0004866716335527599,Mar,0.00033448415342718363
028,blue,red,True,Red<|im_end|>,Red,0.9599144458770752,Blue,0.032846465706825256,Pink,0.0030551974195986986,red,0.0006817066459916532
029,blue,red,True,Red<|im_end|>,Red,0.9683905839920044,Blue,0.025806734338402748,Royal,0.0027200100012123585,Bright,0.0008830579463392496
030,yellow,red,True,Red<|im_end|>,Red,0.9992825388908386,red,0.0004877450701314956,Yellow,5.825283733429387e-05,RED,4.003654612461105e-05
031,yellow,red,False,Green<|im_end|>,Green,0.9722198843955994,L,0.017806829884648323,Yellow,0.004502271767705679,Ne,0.0018768259324133396
032,yellow,red,True,Red<|im_end|>,Red,0.9989336133003235,red,0.0009109095553867519,RED,5.139000131748617e-05,Yellow,2.4274917450384237e-05
033,yellow,red,True,Red<|im_end|>,Red,0.691493809223175,Orange,0.15429311990737915,Must,0.0643189400434494,Mar,0.034427449107170105
034,yellow,red,True,Red<|im_end|>,Red,0.9985063672065735,red,0.0013247986789792776,Bright,4.000545231974684e-05,RED,4.000545231974684e-05
035,yellow,red,True,Red<|im_end|>,Red,0.9944171905517578,Orange,0.004605065565556288,red,0.0005499966209754348,Bright,0.00020233244867995381
036,yellow,red,True,Red<|im_end|>,Red,0.9991268515586853,red,0.0007095542969182134,RED,8.474416972603649e-05,ĠRed,2.427961226203479e-05
037,yellow,red,True,Red<|im_end|>,Red,0.9993568062782288,red,0.00043046550126746297,RED,5.825716652907431e-05,Yellow,2.428520019748248e-05
038,yellow,red,True,Red<|im_end|>,Red,0.7209102511405945,Orange,0.26520806550979614,Yellow,0.00706755556166172,C,0.002024888526648283
039,yellow,red,True,Red<|im_end|>,Red,0.728818416595459,Orange,0.26811733841896057,Yellow,0.0012416295940056443,red,0.0003139330947306007
040,orange,red,True,Red<|im_end|>,Red,0.9990111589431763,Orange,0.0003797530953306705,red,0.0002610002120491117,Pink,3.532254049787298e-05
041,orange,red,True,Red<|im_end|>,Red,0.7499496340751648,Pink,0.24347299337387085,C,0.002704740734770894,Orange,0.0008781006908975542
042,orange,red,True,Red<|im_end|>,Red,0.9617462754249573,Yellow,0.01996040716767311,Orange,0.006480195559561253,Pink,0.0044537694193422794
