image_id,start,end,is_correct,steer_out,out0,P0,out1,P1,out2,P2,out3,P3
010,green,red,True, Red<|im_end|>,Red,0.9127680063247681,The,0.08155523240566254,red,0.0026282076723873615,Yellow,0.0002801849623210728
011,green,red,True, Red.<|im_end|>,Red,0.9287564158439636,The,0.0677870362997055,red,0.001622190698981285,B,0.0006254567415453494
012,green,red,True, Red<|im_end|>,Red,0.8156784176826477,The,0.09165579825639725,Mar,0.03191342204809189,Brown,0.019868552684783936
013,green,red,False, Yellow<|im_end|>,Yellow,0.271933913230896,The,0.22490043938159943,P,0.20075643062591553,Light,0.16563424468040466
014,green,red,True, Red<|im_end|>,Red,0.9395500421524048,The,0.02418888732790947,Yellow,0.023914741352200508,B,0.007535448297858238
015,green,red,True, Red<|im_end|>,Red,0.7660461068153381,Yellow,0.18554696440696716,The,0.03115806169807911,B,0.006894845049828291
016,green,red,True, Red and white.<|im_end|>,Red,0.9735205173492432,The,0.013458228670060635,White,0.008165194652974606,red,0.002092700218781829
017,green,red,True, Red<|im_end|>,Red,0.9505969882011414,The,0.03595801070332527,Mar,0.003274893155321479,Green,0.0031318645924329758
018,green,red,False, Yellow<|im_end|>,Yellow,0.5822958946228027,Red,0.3545544743537903,Green,0.028773263096809387,The,0.015566839836537838
019,green,red,True, Red.<|im_end|>,Red,0.934382975101471,The,0.03131144866347313,Yellow,0.01973952166736126,red,0.005403736140578985
020,blue,red,True, Red<|im_end|>,Red,0.8222695589065552,Orange,0.0398833341896534,P,0.037345994263887405,The,0.014553551562130451
021,blue,red,True, Red<|im_end|>,Red,0.9598149657249451,red,0.018877997994422913,The,0.008519845083355904,Yellow,0.004603841807693243
022,blue,red,True, Red<|im_end|>,Red,0.909480631351471,The,0.07888313382863998,B,0.005805103108286858,red,0.004101715981960297
023,blue,red,True, Red.<|im_end|>,Red,0.8763547539710999,The,0.11742942780256271,B,0.0034708278253674507,red,0.001355860847979784
024,blue,red,True, Red<|im_end|>,Red,0.9513648152351379,P,0.022922063246369362,The,0.010547202080488205,Blue,0.0065125590190291405
025,blue,red,True, Red<|im_end|>,Red,0.6535117626190186,P,0.18513375520706177,red,0.06920979171991348,White,0.05037957429885864
026,blue,red,True, Red<|im_end|>,Red,0.976482629776001,The,0.01828390546143055,red,0.0018868426559492946,Blue,0.0006998631288297474
027,blue,red,True, Red<|im_end|>,Red,0.9797682166099548,The,0.01507566124200821,red,0.0030962747987359762,Blue,0.00017648529319558293
028,blue,red,True, Red<|im_end|>,Red,0.9771696925163269,The,0.012503232806921005,red,0.004131685942411423,P,0.0017362124053761363
029,blue,red,True, Red<|im_end|>,Red,0.9360642433166504,The,0.04110567644238472,B,0.01803823933005333,**,0.0010435148142278194
030,yellow,red,True, Red<|im_end|>,Red,0.9530846476554871,red,0.03961113467812538,The,0.0018616204615682364,P,0.0010333944810554385
031,yellow,red,False, Green<|im_end|>,Green,0.2628616690635681,Red,0.25061777234077454,L,0.18781255185604095,B,0.14214906096458435
032,yellow,red,True, Red<|im_end|>,Red,0.8299250602722168,The,0.16162897646427155,red,0.005311139859259129,B,0.000892745447345078
033,yellow,red,True, Red<|im_end|>,Red,0.7400723695755005,Orange,0.1911187320947647,The,0.0574132576584816,B,0.004833286162465811
034,yellow,red,True, Red<|im_end|>,Red,0.9827405214309692,The,0.012578543275594711,red,0.0024299516808241606,Orange,0.0004802660259883851
035,yellow,red,True, Red<|im_end|>,Red,0.8823136687278748,Orange,0.1010732427239418,The,0.010643130168318748,red,0.002405203878879547
036,yellow,red,True, Red<|im_end|>,Red,0.9654296040534973,The,0.030714044347405434,red,0.001744307461194694,B,0.0005673835403285921
037,yellow,red,True, Red<|im_end|>,Red,0.9183763265609741,The,0.0776616707444191,red,0.0013629592722281814,B,0.0003865696780849248
038,yellow,red,False, Orange<|im_end|>,Orange,0.57012939453125,Red,0.3405476212501526,The,0.044064734131097794,Yellow,0.035625338554382324
