image_id,start,end,is_correct,steer_out,out0,P0,out1,P1,out2,P2,out3,P3
010,green,red,True,red<|im_end|>,red,0.9683876633644104,Red,0.017736639827489853,The,0.01381330844014883,RED,2.0767469322890975e-05
011,green,red,True,Red<|im_end|>,Red,0.9684455990791321,The,0.017737699672579765,red,0.013814134523272514,RED,7.106662565092847e-07
012,green,red,True,red<|im_end|>,red,0.8860650062561035,Red,0.044114578515291214,orange,0.02675684541463852,The,0.02675684541463852
013,green,red,False,Yellow<|im_end|>,Yellow,0.9416713714599609,yellow,0.022145988419651985,Blue,0.011853893287479877,Light,0.010461024008691311
014,green,red,True,Red<|im_end|>,Red,0.36889806389808655,red,0.32555142045021057,Yellow,0.15377959609031677,The,0.08231228590011597
015,green,red,False,Yellow<|im_end|>,Yellow,0.36728817224502563,yellow,0.28604432940483093,red,0.1351177841424942,The,0.10522983223199844
016,green,red,True,red<|im_end|>,red,0.44412165880203247,The,0.3458822965621948,Red,0.2097882181406021,RED,4.836874359170906e-05
017,green,red,True,Red<|im_end|>,Red,0.9858090281486511,red,0.010951350443065166,The,0.0031376141123473644,Mar,3.4855744161177427e-05
018,green,red,False,Yellow<|im_end|>,Yellow,0.932141900062561,yellow,0.05958983674645424,red,0.003809451125562191,Red,0.002039052313193679
019,green,red,True,red<|im_end|>,red,0.8566504120826721,Red,0.07031814754009247,green,0.03321593999862671,The,0.017779212445020676
020,blue,red,True,red<|im_end|>,red,0.8498371839523315,Red,0.08957218378782272,The,0.03295176476240158,blue,0.01763780787587166
021,blue,red,True,red<|im_end|>,red,0.9761156439781189,Red,0.017878182232379913,blue,0.0027417081873863935,The,0.0024195488076657057
022,blue,red,False,The dress is,The,0.3854980766773224,Blue,0.30022621154785156,Red,0.30022621154785156,red,0.009066046215593815
023,blue,red,True,Red<|im_end|>,Red,0.7915948033332825,The,0.13755854964256287,red,0.03941118344664574,Blue,0.03069346211850643
024,blue,red,True,red<|im_end|>,Blue,0.2809443473815918,Red,0.2809443473815918,red,0.2809443473815918,blue,0.13270871341228485
025,blue,red,False,white<|im_end|>,white,0.43938323855400085,White,0.18316218256950378,red,0.16164007782936096,Red,0.0980396568775177
026,blue,red,True,Red<|im_end|>,Red,0.555169939994812,The,0.4323667883872986,Blue,0.006167381536215544,red,0.006167381536215544
027,blue,red,True,red<|im_end|>,red,0.5064723491668701,The,0.30719101428985596,Red,0.18632078170776367,çº¢èī²,4.527749752014643e-06
028,blue,red,True,Red<|im_end|>,Red,0.43546614050865173,red,0.3391413688659668,The,0.20569965243339539,Blue,0.014900831505656242
029,blue,red,True,red<|im_end|>,red,0.9346469640731812,The,0.036240193992853165,Red,0.02822389267385006,blue,0.0007521412917412817
030,yellow,red,True,red<|im_end|>,red,0.9108791947364807,Red,0.08472496271133423,The,0.00421820767223835,RED,0.000127378836623393
031,yellow,red,False,green<|im_end|>,green,0.8864271640777588,Green,0.09342873841524124,The,0.012644204311072826,Bright,0.004104972817003727
032,yellow,red,False,The notebook is,The,0.4191543459892273,red,0.32643774151802063,Red,0.25422996282577515,To,0.00010950765135930851
033,yellow,red,False,Orange<|im_end|>,Orange,0.8487575054168701,orange,0.06967025995254517,The,0.032909899950027466,Red,0.032909899950027466
034,yellow,red,True,red<|im_end|>,red,0.9366480708122253,Red,0.0598779059946537,The,0.0033780804369598627,RED,6.187170220073313e-05
035,yellow,red,True,red<|im_end|>,red,0.8390141725540161,Red,0.14579878747463226,The,0.013561400584876537,orange,0.000866951362695545
036,yellow,red,True,Red<|im_end|>,Red,0.9574288725852966,The,0.02891184762120247,red,0.013656988739967346,RED,1.0222506716672797e-06
037,yellow,red,False,The car is,The,0.47495248913764954,red,0.47495248913764954,Red,0.05005962401628494,To,1.3078505617158953e-05
038,yellow,red,True,red<|im_end|>,red,0.7203677296638489,orange,0.26500850915908813,The,0.006232401821762323,Orange,0.004853799473494291
039,yellow,red,False,orange<|im_end|>,orange,0.5122464895248413,Orange,0.3106932044029236,red,0.11429764330387115,Red,0.032746821641922
040,orange,red,False,The dress is,Red,0.3585661053657532,The,0.3585661053657532,red,0.2792515456676483,Orange,0.003102204529568553
041,orange,red,True,Red<|im_end|>,Red,0.7765329480171204,pink,0.06374170631170273,The,0.06374170631170273,red,0.05625185742974281
042,orange,red,True,red<|im_end|>,red,0.7630947232246399,Red,0.21863029897212982,The,0.017946267500519753,Orange,0.00012092099495930597
043,orange,red,True,Red<|im_end|>,Red,0.6431442499160767,red,0.3037998378276825,The,0.052792493253946304,Orange,0.00016802691970951855
044,orange,red,True,red<|im_end|>,red,0.7131274342536926,Red,0.26234495639801025,The,0.02440187893807888,RED,3.668674253276549e-05
045,orange,red,True,Red and white,Red,0.9000799059867859,red,0.06520157307386398,The,0.014548436738550663,pink,0.009998985566198826
046,orange,red,False,The car is,The,0.6109719276428223,Red,0.3705732226371765,red,0.018449753522872925,Let,1.7732364767653053e-06
047,orange,red,True,Red<|im_end|>,Red,0.7592209577560425,The,0.21752044558525085,red,0.022926487028598785,Orange,0.00032702877069823444
048,orange,red,True,red<|im_end|>,red,0.5506314039230347,Red,0.42883214354515076,The,0.018841568380594254,Orange,0.0007305669132620096
049,orange,red,True,red<|im_end|>,red,0.8130483031272888,Red,0.1814156025648117,The,0.005478276405483484,Orange,1.357928977085976e-05
050,purple,red,True,red<|im_end|>,red,0.7349368929862976,Red,0.21056295931339264,The,0.04698294401168823,blue,0.001418762025423348
051,purple,red,True,red<|im_end|>,red,0.7255862355232239,Red,0.2669282853603363,The,0.006277551408857107,RED,0.0003125408838968724
052,purple,red,False,Blue<|im_end|>,Blue,0.972841739654541,The,0.01572452113032341,blue,0.010807296261191368,Purple,0.00047483944217674434
053,purple,red,True,Red<|im_end|>,Red,0.8167172074317932,red,0.16082115471363068,The,0.0149586983025074,Purple,0.006235712673515081
054,purple,red,True,Red<|im_end|>,Red,0.5529137849807739,red,0.26117798686027527,The,0.12337174266576767,Purple,0.02143879234790802
055,purple,red,True,red<|im_end|>,red,0.6071211099624634,Red,0.36823755502700806,The,0.023540638387203217,pink,0.0002615128760226071
056,purple,red,True,Red<|im_end|>,Red,0.5373689532279968,red,0.41850337386131287,The,0.044109929352998734,RED,6.989718258409994e-06
057,purple,red,False,The car is,The,0.6686567068099976,Purple,0.24598507583141327,Blue,0.042745791375637054,Red,0.03329045698046684
058,purple,red,False,The candle is,The,0.5533150434494019,Blue,0.261367529630661,Purple,0.1234612762928009,blue,0.04008200764656067
059,purple,red,True,red<|im_end|>,red,0.9768505096435547,Red,0.017891641706228256,The,0.005126040894538164,RED,6.452733214246109e-05
000,red,green,True,green<|im_end|>,green,0.6175136566162109,Green,0.37454095482826233,The,0.006859957240521908,GREEN,0.0005630995729006827
001,red,green,True,green<|im_end|>,green,0.8016231060028076,Green,0.17886629700660706,The,0.018852367997169495,brown,0.00020943087292835116
002,red,green,False,red<|im_end|>,red,0.6982325911521912,Red,0.07359316945075989,brown,0.07359316945075989,green,0.07359316945075989
003,red,green,True,green<|im_end|>,green,0.8475749492645264,Green,0.14728643000125885,The,0.0030568328220397234,GREEN,0.0006019260617904365
004,red,green,True,Green<|im_end|>,Green,0.6189568042755127,green,0.3754163086414337,The,0.005355025641620159,GREEN,0.00014270660176407546
005,red,green,True,green<|im_end|>,green,0.9496066570281982,Green,0.047278132289648056,The,0.002353839809074998,yellow,0.0002480928669683635
006,red,green,True,green<|im_end|>,green,0.4808425009250641,The,0.29164573550224304,Green,0.22713391482830048,Let,0.00014235089474823326
007,red,green,False,The car is,The,0.5893057584762573,Green,0.2783683240413666,green,0.13149188458919525,Orange,0.000537377258297056
008,red,green,True,green<|im_end|>,Green,0.4930763840675354,green,0.4930763840675354,The,0.013140040449798107,GREEN,0.00044962746324017644
009,red,green,True,green<|im_end|>,green,0.7242040038108826,Green,0.26641979813575745,The,0.009116383269429207,GREEN,6.960444443393499e-05
020,blue,green,True,green<|im_end|>,green,0.8571569919586182,Green,0.054796211421489716,The,0.042675331234931946,blue,0.03766085207462311
021,blue,green,True,green<|im_end|>,green,0.9051705002784729,Green,0.04506578668951988,blue,0.03097323141992092,The,0.014630718156695366
022,blue,green,False,Blue<|im_end|>,Blue,0.8698107600212097,The,0.11771608144044876,blue,0.012407183647155762,èĵĿèī²,3.484922490315512e-05
023,blue,green,False,Blue<|im_end|>,Blue,0.9053674936294556,The,0.05787820369005203,blue,0.02733972854912281,Green,0.007832963019609451
024,blue,green,False,Blue<|im_end|>,Blue,0.6155900955200195,blue,0.37337425351142883,The,0.004700087942183018,Purple,0.0019592884927988052
025,blue,green,False,white<|im_end|>,white,0.42969992756843567,blue,0.15807779133319855,White,0.1395031362771988,Blue,0.08461292833089828
026,blue,green,False,Blue<|im_end|>,Blue,0.7379037141799927,The,0.2114129513502121,Green,0.04717260226607323,blue,0.003015643684193492
027,blue,green,True,green<|im_end|>,green,0.568501353263855,Green,0.26854103803634644,The,0.1628783792257309,-green,1.56545102072414e-05
028,blue,green,True,Green<|im_end|>,Green,0.6377642750740051,green,0.20705173909664154,The,0.09780432283878326,Blue,0.03598020225763321
029,blue,green,False,blue<|im_end|>,blue,0.7236547470092773,green,0.1614692062139511,Blue,0.05940119922161102,The,0.04626169800758362
030,yellow,green,True,green<|im_end|>,green,0.9211647510528564,Green,0.07561380416154861,The,0.002931865630671382,GREEN,0.0002123836165992543
031,yellow,green,True,green<|im_end|>,green,0.8965545296669006,Green,0.09449614584445953,The,0.007756716571748257,white,0.000561894616112113
032,yellow,green,True,green<|im_end|>,green,0.7302184104919434,The,0.2092110812664032,Green,0.059939976781606674,Let,0.00024496097466908395
033,yellow,green,True,Green<|im_end|>,Green,0.6644595861434937,The,0.1680016815662384,green,0.13083983957767487,O,0.013790418393909931
034,yellow,green,True,green<|im_end|>,green,0.976269006729126,Green,0.022959647700190544,The,0.0006933212280273438,GREEN,4.432254354469478e-05
035,yellow,green,True,green<|im_end|>,green,0.8466270565986633,Green,0.14712171256542206,The,0.004442691337317228,orange,0.0009912983514368534
036,yellow,green,True,Green<|im_end|>,Green,0.9459603428840637,green,0.03667886182665825,The,0.0173258688300848,GREEN,1.579914714966435e-05
037,yellow,green,True,green<|im_end|>,green,0.5684661269187927,The,0.2685244083404541,Green,0.16286827623844147,-green,1.7737784219207242e-05
038,yellow,green,True,green<|im_end|>,green,0.9478070735931396,orange,0.03243217244744301,Green,0.015319873578846455,The,0.002662195125594735
039,yellow,green,False,Orange<|im_end|>,Orange,0.5186759829521179,orange,0.2162162959575653,Green,0.148603156208992,green,0.10213334858417511
