image_id,start,end,is_correct,steer_out,out0,P0,out1,P1,out2,P2,out3,P3
010,green,red,False,Green<end_of_turn>,Green,0.9999635219573975,Red,1.670051642577164e-05,Emerald,1.2698154932877515e-05,Te,6.306578598014312e-06
011,green,red,False,Green<end_of_turn>,Green,0.9999128580093384,Red,8.601506851846352e-05,**,1.0455406709297677e-06,Emerald,3.112653601533566e-08
012,green,red,False,Green<end_of_turn>,Green,0.876505970954895,Olive,0.12349303811788559,Ol,8.11827533198084e-07,**,1.108451570530633e-07
013,green,red,False,Green<end_of_turn>,Green,0.9999934434890747,Pink,3.3628907658567186e-06,Mint,1.358886265734327e-06,Pale,4.653049074931914e-07
014,green,red,False,Green<end_of_turn>,Green,0.9999996423721313,Yellow,2.587595986369706e-07,Lime,4.821997023896074e-08,**,2.0786355747759444e-08
015,green,red,False,Green<end_of_turn>,Green,0.9999998807907104,**,1.2377876146274502e-07,Lime,2.205744031869017e-08,Here,2.458873105126713e-09
016,green,red,False,Green<end_of_turn>,Green,0.9979299306869507,Red,0.0020580310374498367,B,1.1416181223466992e-05,Two,6.087976771596004e-07
017,green,red,False,Green<end_of_turn>,Green,0.9999707937240601,Dark,1.771539064066019e-05,Te,1.0748698514362331e-05,Olive,2.545132531395211e-07
018,green,red,False,Green<end_of_turn>,Green,0.999998927116394,Yellow,1.0161620593862608e-06,**,3.044362273385559e-08,Light,1.3211846727756438e-08
019,green,red,False,Green<end_of_turn>,Green,0.9999802112579346,Red,1.9491795683279634e-05,**,2.4133026954586967e-07,Lime,1.6857450990670486e-09
020,blue,red,False,Blue<end_of_turn>,Blue,0.9999970197677612,Red,2.8463173293857835e-06,Te,7.443037475240999e-08,▁Blue,1.73026020178213e-08
021,blue,red,False,Blue<end_of_turn>,Blue,1.0,Te,1.1079126949198326e-08,Tur,4.86708850999662e-09,**,2.3818402805630967e-09
022,blue,red,False,Blue<end_of_turn>,Blue,0.9999998807907104,**,9.195544947715462e-08,Royal,1.1350985706926053e-09,blue,5.229933153216848e-10
023,blue,red,False,Blue<end_of_turn>,Blue,1.0,**,1.5474066472620507e-08,Royal,2.86336487853589e-09,blue,2.852352520843482e-10
024,blue,red,False,Blue<end_of_turn>,Blue,1.0,Purple,8.072640889089655e-10,**,6.569021437918821e-10,▁Blue,4.133053621568905e-10
025,blue,red,False,Blue<end_of_turn>,Blue,0.9999940395355225,Purple,4.506472578214016e-06,Light,1.3135460221747053e-06,Lavender,1.3036613211170334e-07
026,blue,red,False,Blue<end_of_turn>,Blue,0.9999995231628418,Purple,3.676957476272946e-07,**,1.0504442116143764e-07,▁Blue,7.88942955409766e-09
027,blue,red,False,Blue<end_of_turn>,Blue,0.9999994039535522,Gray,5.665578441949037e-07,Silver,2.6228040184150814e-08,▁Blue,2.0226291752578618e-08
028,blue,red,False,Blue<end_of_turn>,Blue,0.9999998807907104,Te,6.204075475579884e-08,**,6.32342089801341e-09,▁Blue,5.478940412473321e-09
029,blue,red,False,Blue<end_of_turn>,Blue,1.0,**,1.0310506226574034e-08,▁Blue,7.610873042906974e-10,blue,3.144513260888715e-10
030,yellow,red,False,Yellow<end_of_turn>,Yellow,0.8371759653091431,Red,0.16282229125499725,**,9.342265343548206e-07,Orange,8.372724096261663e-07
031,yellow,red,False,Green<end_of_turn>,Green,0.9820321798324585,Yellow,0.017663434147834778,Lime,0.0003040506853722036,**,2.9500935738724365e-07
032,yellow,red,False,Yellow<end_of_turn>,Yellow,0.9999982118606567,Orange,1.686865175543062e-06,**,6.781160521995844e-08,yellow,3.429832773349517e-08
033,yellow,red,False,Orange<end_of_turn>,Orange,0.9987659454345703,Yellow,0.0009606892126612365,Must,0.00020933164341840893,O,5.1611212256830186e-05
034,yellow,red,False,Yellow<end_of_turn>,Yellow,0.9994113445281982,Orange,0.0005887050647288561,**,1.3209524141188922e-08,Red,1.2205865651537806e-08
035,yellow,red,False,Orange<end_of_turn>,Orange,0.9991772770881653,Yellow,0.0008226617937907577,**,2.3870736498565748e-08,Red,8.864280864884222e-09
036,yellow,red,False,Yellow<end_of_turn>,Yellow,0.9999980926513672,Red,1.8652742710401071e-06,Orange,3.83323737196406e-08,**,1.0012001894210698e-08
037,yellow,red,False,Yellow<end_of_turn>,Yellow,1.0,Gold,1.0890190083046036e-08,**,4.095967121031663e-09,Orange,3.998093855983598e-09
038,yellow,red,False,Orange<end_of_turn>,Orange,0.9999926090240479,Yellow,7.351585736614652e-06,**,4.1292768315770445e-08,Red,2.2893896556297477e-08
039,yellow,red,False,Orange<end_of_turn>,Orange,0.9999958276748657,Yellow,4.030178388347849e-06,**,4.464605751763884e-08,Or,4.036667533569016e-08
040,orange,red,True,Red<end_of_turn>,Red,0.9998663663864136,Orange,0.0001335483102593571,**,8.932709505415914e-08,Coral,5.5701509182881637e-08
