image_id,start,end,is_correct,steer_out,out0,P0,out1,P1,out2,P2,out3,P3
010,green,red,False,Green<end_of_turn>,Green,0.9999915361404419,Emerald,8.149881068675313e-06,**,1.5688391385992873e-07,Te,1.5638497075087798e-07
011,green,red,False,Green<end_of_turn>,Green,0.9999998807907104,**,1.0923312032673493e-07,Emerald,1.8244236121844892e-09,Here,1.4511377655068713e-09
012,green,red,False,Green<end_of_turn>,Green,0.9985656142234802,Olive,0.0014343602815642953,**,1.8865124573608227e-08,Ol,1.732158771972081e-08
013,green,red,False,Green<end_of_turn>,Green,0.9999994039535522,Mint,1.6168685590400855e-07,**,9.670097256275767e-08,Light,9.628429609165323e-08
014,green,red,False,Green<end_of_turn>,Green,1.0,Yellow,1.3422733147194776e-08,**,9.88413439984015e-09,Lime,4.24095780715561e-09
015,green,red,False,Green<end_of_turn>,Green,0.9999998807907104,**,1.0294672136978988e-07,Lime,1.2450466435609542e-08,Here,2.447008151662544e-09
016,green,red,False,Green<end_of_turn>,Green,1.0,**,8.498777681609226e-09,B,4.186499147351697e-09,Two,3.0150890673041886e-09
017,green,red,False,Green<end_of_turn>,Green,0.9999990463256836,Dark,4.562589026591013e-07,Te,2.9149984470677737e-07,Olive,9.128955724690968e-08
018,green,red,False,Green<end_of_turn>,Green,1.0,Yellow,2.8783038175106412e-08,**,5.631874522293856e-09,Light,2.31394570171517e-09
019,green,red,False,Green<end_of_turn>,Green,0.9999997615814209,**,2.0169370884559612e-07,Here,4.875188697184285e-09,Lime,2.58769228267397e-09
020,blue,red,False,Blue<end_of_turn>,Blue,1.0,▁Blue,1.8441848936845417e-08,Te,8.726246392143366e-09,**,4.4920920316826596e-09
021,blue,red,False,Blue<end_of_turn>,Blue,1.0,Te,4.5056868458459576e-08,Tur,4.156424093793021e-09,**,2.3988186992340843e-09
022,blue,red,False,Blue<end_of_turn>,Blue,0.9999998807907104,**,9.937105005519697e-08,Royal,1.1998227966714126e-09,▁Blue,9.56552836939295e-10
023,blue,red,False,Blue<end_of_turn>,Blue,1.0,**,1.4197635067603187e-08,Royal,2.1173376385519305e-09,▁Blue,3.5524647112872287e-10
024,blue,red,False,Blue<end_of_turn>,Blue,1.0,▁Blue,7.22093662641754e-10,**,6.492812398839476e-10,Purple,9.186661847904176e-11
025,blue,red,False,Blue<end_of_turn>,Blue,1.0,Light,4.061552516532174e-08,Purple,1.215769351858853e-08,▁Blue,9.327705274841946e-10
026,blue,red,False,Blue<end_of_turn>,Blue,0.9999998807907104,**,9.538209866377656e-08,▁Blue,8.365036663349201e-09,Here,1.6160383031760261e-09
027,blue,red,False,Blue<end_of_turn>,Blue,1.0,▁Blue,3.781135760050347e-08,Te,5.223775190188462e-09,Silver,4.443045042989979e-09
028,blue,red,False,Blue<end_of_turn>,Blue,1.0,Te,2.775925800335699e-08,**,7.113384992152305e-09,▁Blue,6.0567506565689655e-09
029,blue,red,False,Blue<end_of_turn>,Blue,1.0,**,1.0115018156398037e-08,▁Blue,9.493407171490276e-10,blue,3.5054967262304615e-10
030,yellow,red,False,Yellow<end_of_turn>,Yellow,0.9999998807907104,yellow,8.462193079594726e-08,**,3.555043903702426e-08,▁Yellow,3.3871778271077346e-08
031,yellow,red,False,Green<end_of_turn>,Green,0.6793038845062256,Yellow,0.32056480646133423,Lime,0.0001308066857745871,**,4.939655582347768e-07
032,yellow,red,False,Yellow<end_of_turn>,Yellow,0.9999997615814209,yellow,6.438040145440027e-08,**,6.320794199154989e-08,▁Yellow,5.670377589694908e-08
033,yellow,red,False,Yellow<end_of_turn>,Yellow,0.9379420876502991,Orange,0.06070863455533981,Must,0.0010959908831864595,O,0.00017548046889714897
034,yellow,red,False,Yellow<end_of_turn>,Yellow,1.0,**,1.8116292466174855e-08,▁Yellow,1.133424820665141e-08,yellow,6.744509839506918e-09
035,yellow,red,False,Yellow<end_of_turn>,Yellow,0.9999268054962158,Orange,7.312424713745713e-05,**,1.5882709192283073e-07,▁Yellow,1.6169725114423272e-08
036,yellow,red,False,Yellow<end_of_turn>,Yellow,1.0,▁Yellow,8.489445590953437e-09,**,6.761253779075105e-09,yellow,5.161065352865535e-09
037,yellow,red,False,Yellow<end_of_turn>,Yellow,1.0,**,9.975841486209447e-09,▁Yellow,3.7152212417623787e-09,yellow,9.47177558607848e-10
038,yellow,red,False,Orange<end_of_turn>,Orange,0.8627714514732361,Yellow,0.1372271329164505,Gold,1.281027948607516e-06,Golden,8.089114089671057e-08
039,yellow,red,False,Orange<end_of_turn>,Orange,0.7520024180412292,Yellow,0.24799731373786926,Gold,1.4916386703589524e-07,**,1.3004498100599449e-07
040,orange,red,False,Orange<end_of_turn>,Orange,0.9998724460601807,Red,0.00012737418001051992,**,7.021444758947837e-08,Coral,4.203391412715973e-09
041,orange,red,False,Orange<end_of_turn>,Orange,0.9109846353530884,Red,0.08404585719108582,Pink,0.0039982968010008335,Coral,0.000945557898376137
