ID,target_color,target_shape,has_target,N_distractors,P_interfere,N_unique_distractors,number,pref,distractors,str_out,isright,input_tokens
2400,orange,square,True,8,0.0,4,0,col,"[{'color': 'orange', 'shape': 'square', 'pos': [427, 286]}, {'color': 'blue', 'shape': 'star', 'pos': [362, 297]}, {'color': 'blue', 'shape': 'star', 'pos': [322, 168]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [93, 264]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [332, 110]}, {'color': 'yellow', 'shape': 'star', 'pos': [120, 408]}, {'color': 'yellow', 'shape': 'star', 'pos': [344, 380]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [390, 331]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [147, 171]}]",yes<|im_end|>,True,301
2401,orange,square,True,8,0.0,4,0,sha,"[{'color': 'orange', 'shape': 'square', 'pos': [287, 155]}, {'color': 'red', 'shape': 'heart', 'pos': [94, 213]}, {'color': 'red', 'shape': 'heart', 'pos': [356, 280]}, {'color': 'blue', 'shape': 'heart', 'pos': [280, 275]}, {'color': 'blue', 'shape': 'heart', 'pos': [69, 424]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [390, 322]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [224, 355]}, {'color': 'red', 'shape': 'pentagon', 'pos': [320, 230]}, {'color': 'red', 'shape': 'pentagon', 'pos': [262, 28]}]",yes<|im_end|>,True,301
2402,orange,square,False,8,0.0,4,0,col,"[{'color': 'blue', 'shape': 'star', 'pos': [123, 83]}, {'color': 'blue', 'shape': 'star', 'pos': [399, 137]}, {'color': 'red', 'shape': 'star', 'pos': [375, 306]}, {'color': 'red', 'shape': 'star', 'pos': [259, 244]}, {'color': 'blue', 'shape': 'triangle', 'pos': [45, 423]}, {'color': 'blue', 'shape': 'triangle', 'pos': [33, 372]}, {'color': 'red', 'shape': 'triangle', 'pos': [400, 208]}, {'color': 'red', 'shape': 'triangle', 'pos': [426, 44]}]",no<|im_end|>,True,301
2403,orange,square,False,8,0.0,4,0,sha,"[{'color': 'purple', 'shape': 'pentagon', 'pos': [151, 50]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [27, 412]}, {'color': 'blue', 'shape': 'triangle', 'pos': [233, 174]}, {'color': 'blue', 'shape': 'triangle', 'pos': [157, 192]}, {'color': 'purple', 'shape': 'triangle', 'pos': [271, 43]}, {'color': 'purple', 'shape': 'triangle', 'pos': [94, 61]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [132, 387]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [205, 23]}]",no<|im_end|>,True,301
2404,orange,square,True,8,0.25,4,0,col,"[{'color': 'orange', 'shape': 'square', 'pos': [178, 93]}, {'color': 'orange', 'shape': 'triangle', 'pos': [272, 227]}, {'color': 'orange', 'shape': 'triangle', 'pos': [202, 59]}, {'color': 'green', 'shape': 'heart', 'pos': [70, 35]}, {'color': 'green', 'shape': 'heart', 'pos': [407, 266]}, {'color': 'yellow', 'shape': 'heart', 'pos': [49, 403]}, {'color': 'yellow', 'shape': 'heart', 'pos': [251, 164]}, {'color': 'green', 'shape': 'triangle', 'pos': [333, 351]}, {'color': 'green', 'shape': 'triangle', 'pos': [348, 390]}]",yes<|im_end|>,True,301
2405,orange,square,True,8,0.25,4,0,sha,"[{'color': 'orange', 'shape': 'square', 'pos': [153, 328]}, {'color': 'blue', 'shape': 'square', 'pos': [29, 275]}, {'color': 'blue', 'shape': 'square', 'pos': [166, 263]}, {'color': 'red', 'shape': 'star', 'pos': [393, 51]}, {'color': 'red', 'shape': 'star', 'pos': [363, 228]}, {'color': 'red', 'shape': 'triangle', 'pos': [418, 178]}, {'color': 'red', 'shape': 'triangle', 'pos': [376, 312]}, {'color': 'blue', 'shape': 'star', 'pos': [225, 385]}, {'color': 'blue', 'shape': 'star', 'pos': [360, 144]}]",yes<|im_end|>,True,301
2406,orange,square,False,8,0.25,4,0,col,"[{'color': 'orange', 'shape': 'star', 'pos': [286, 47]}, {'color': 'orange', 'shape': 'star', 'pos': [93, 358]}, {'color': 'green', 'shape': 'triangle', 'pos': [101, 124]}, {'color': 'green', 'shape': 'triangle', 'pos': [370, 85]}, {'color': 'purple', 'shape': 'star', 'pos': [118, 238]}, {'color': 'purple', 'shape': 'star', 'pos': [240, 220]}, {'color': 'purple', 'shape': 'triangle', 'pos': [397, 183]}, {'color': 'purple', 'shape': 'triangle', 'pos': [298, 423]}]",no<|im_end|>,True,301
2407,orange,square,False,8,0.25,4,0,sha,"[{'color': 'blue', 'shape': 'square', 'pos': [407, 276]}, {'color': 'blue', 'shape': 'square', 'pos': [365, 155]}, {'color': 'green', 'shape': 'triangle', 'pos': [375, 214]}, {'color': 'green', 'shape': 'triangle', 'pos': [302, 376]}, {'color': 'green', 'shape': 'star', 'pos': [258, 212]}, {'color': 'green', 'shape': 'star', 'pos': [287, 130]}, {'color': 'blue', 'shape': 'triangle', 'pos': [61, 270]}, {'color': 'blue', 'shape': 'triangle', 'pos': [44, 156]}]",no<|im_end|>,True,301
2408,orange,square,True,8,0.5,4,0,col,"[{'color': 'orange', 'shape': 'square', 'pos': [360, 98]}, {'color': 'orange', 'shape': 'heart', 'pos': [133, 256]}, {'color': 'orange', 'shape': 'heart', 'pos': [44, 428]}, {'color': 'purple', 'shape': 'square', 'pos': [321, 233]}, {'color': 'purple', 'shape': 'square', 'pos': [233, 336]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [394, 295]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [362, 149]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [308, 283]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [395, 113]}]",yes<|im_end|>,True,301
2409,orange,square,True,8,0.5,4,0,sha,"[{'color': 'orange', 'shape': 'square', 'pos': [365, 66]}, {'color': 'purple', 'shape': 'square', 'pos': [335, 107]}, {'color': 'purple', 'shape': 'square', 'pos': [52, 121]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [259, 311]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [182, 325]}, {'color': 'red', 'shape': 'star', 'pos': [26, 296]}, {'color': 'red', 'shape': 'star', 'pos': [312, 283]}, {'color': 'purple', 'shape': 'star', 'pos': [74, 199]}, {'color': 'purple', 'shape': 'star', 'pos': [272, 233]}]",yes<|im_end|>,True,301
2410,orange,square,False,8,0.5,4,0,col,"[{'color': 'orange', 'shape': 'star', 'pos': [237, 326]}, {'color': 'orange', 'shape': 'star', 'pos': [269, 106]}, {'color': 'purple', 'shape': 'square', 'pos': [117, 353]}, {'color': 'purple', 'shape': 'square', 'pos': [116, 70]}, {'color': 'blue', 'shape': 'heart', 'pos': [158, 152]}, {'color': 'blue', 'shape': 'heart', 'pos': [332, 232]}, {'color': 'purple', 'shape': 'heart', 'pos': [159, 187]}, {'color': 'purple', 'shape': 'heart', 'pos': [322, 415]}]",no<|im_end|>,True,301
2411,orange,square,False,8,0.5,4,0,sha,"[{'color': 'green', 'shape': 'square', 'pos': [391, 22]}, {'color': 'green', 'shape': 'square', 'pos': [110, 230]}, {'color': 'orange', 'shape': 'star', 'pos': [223, 105]}, {'color': 'orange', 'shape': 'star', 'pos': [428, 24]}, {'color': 'purple', 'shape': 'heart', 'pos': [162, 38]}, {'color': 'purple', 'shape': 'heart', 'pos': [81, 345]}, {'color': 'green', 'shape': 'star', 'pos': [97, 291]}, {'color': 'green', 'shape': 'star', 'pos': [427, 81]}]",no<|im_end|>,True,301
2412,orange,square,True,8,0.75,4,0,col,"[{'color': 'orange', 'shape': 'square', 'pos': [196, 311]}, {'color': 'orange', 'shape': 'triangle', 'pos': [195, 207]}, {'color': 'orange', 'shape': 'triangle', 'pos': [333, 242]}, {'color': 'yellow', 'shape': 'square', 'pos': [280, 130]}, {'color': 'yellow', 'shape': 'square', 'pos': [243, 92]}, {'color': 'orange', 'shape': 'circle', 'pos': [260, 426]}, {'color': 'orange', 'shape': 'circle', 'pos': [285, 361]}, {'color': 'purple', 'shape': 'circle', 'pos': [42, 244]}, {'color': 'purple', 'shape': 'circle', 'pos': [413, 189]}]",yes<|im_end|>,True,301
2413,orange,square,True,8,0.75,4,0,sha,"[{'color': 'orange', 'shape': 'square', 'pos': [168, 42]}, {'color': 'red', 'shape': 'square', 'pos': [89, 367]}, {'color': 'red', 'shape': 'square', 'pos': [347, 364]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [222, 407]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [243, 365]}, {'color': 'yellow', 'shape': 'square', 'pos': [31, 429]}, {'color': 'yellow', 'shape': 'square', 'pos': [389, 80]}, {'color': 'yellow', 'shape': 'star', 'pos': [430, 177]}, {'color': 'yellow', 'shape': 'star', 'pos': [270, 47]}]",yes<|im_end|>,True,301
