ID,target_color,target_shape,has_target,N_distractors,P_interfere,N_unique_distractors,number,pref,distractors,str_out,isright,input_tokens
4200,yellow,square,True,4,0.75,4,0,col,"[{'color': 'yellow', 'shape': 'square', 'pos': [149, 357]}, {'color': 'yellow', 'shape': 'circle', 'pos': [309, 303]}, {'color': 'purple', 'shape': 'square', 'pos': [119, 77]}, {'color': 'yellow', 'shape': 'star', 'pos': [266, 358]}, {'color': 'orange', 'shape': 'star', 'pos': [241, 420]}]",yes<|im_end|>,True,301
4201,yellow,square,True,4,0.75,4,0,sha,"[{'color': 'yellow', 'shape': 'square', 'pos': [151, 357]}, {'color': 'red', 'shape': 'square', 'pos': [345, 216]}, {'color': 'yellow', 'shape': 'heart', 'pos': [83, 215]}, {'color': 'purple', 'shape': 'square', 'pos': [342, 43]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [131, 54]}]",yes<|im_end|>,True,301
4202,yellow,square,False,4,0.75,4,0,col,"[{'color': 'yellow', 'shape': 'heart', 'pos': [354, 285]}, {'color': 'blue', 'shape': 'square', 'pos': [309, 349]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [423, 47]}, {'color': 'green', 'shape': 'triangle', 'pos': [266, 279]}]",no<|im_end|>,True,301
4203,yellow,square,False,4,0.75,4,0,sha,"[{'color': 'green', 'shape': 'square', 'pos': [158, 54]}, {'color': 'yellow', 'shape': 'star', 'pos': [129, 254]}, {'color': 'blue', 'shape': 'square', 'pos': [419, 129]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [205, 96]}]",no<|im_end|>,True,301
4204,yellow,square,True,4,1.0,4,0,col,"[{'color': 'yellow', 'shape': 'square', 'pos': [25, 39]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [137, 210]}, {'color': 'orange', 'shape': 'square', 'pos': [58, 208]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [95, 217]}, {'color': 'red', 'shape': 'square', 'pos': [86, 90]}]",yes<|im_end|>,True,301
4205,yellow,square,True,4,1.0,4,0,sha,"[{'color': 'yellow', 'shape': 'square', 'pos': [31, 137]}, {'color': 'red', 'shape': 'square', 'pos': [342, 113]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [142, 207]}, {'color': 'green', 'shape': 'square', 'pos': [409, 67]}, {'color': 'yellow', 'shape': 'heart', 'pos': [345, 174]}]",yes<|im_end|>,True,301
4206,yellow,square,False,4,1.0,4,0,col,"[{'color': 'yellow', 'shape': 'heart', 'pos': [200, 60]}, {'color': 'blue', 'shape': 'square', 'pos': [230, 108]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [198, 104]}, {'color': 'red', 'shape': 'square', 'pos': [83, 233]}]",no<|im_end|>,True,301
4207,yellow,square,False,4,1.0,4,0,sha,"[{'color': 'green', 'shape': 'square', 'pos': [239, 79]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [342, 213]}, {'color': 'orange', 'shape': 'square', 'pos': [184, 133]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [179, 298]}]",no<|im_end|>,True,301
4208,yellow,triangle,True,2,0.0,2,0,col,"[{'color': 'yellow', 'shape': 'triangle', 'pos': [385, 316]}, {'color': 'red', 'shape': 'pentagon', 'pos': [265, 409]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [89, 312]}]",yes<|im_end|>,True,301
4209,yellow,triangle,True,2,0.0,2,0,sha,"[{'color': 'yellow', 'shape': 'triangle', 'pos': [23, 248]}, {'color': 'green', 'shape': 'star', 'pos': [84, 140]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [107, 408]}]",yes<|im_end|>,True,301
