ID,target_color,target_shape,has_target,N_distractors,P_interfere,N_unique_distractors,number,pref,distractors,str_out,isright,input_tokens
1200,blue,square,True,8,0.0,4,0,col,"[{'color': 'blue', 'shape': 'square', 'pos': [242, 233]}, {'color': 'red', 'shape': 'pentagon', 'pos': [371, 105]}, {'color': 'red', 'shape': 'pentagon', 'pos': [20, 110]}, {'color': 'yellow', 'shape': 'star', 'pos': [144, 271]}, {'color': 'yellow', 'shape': 'star', 'pos': [91, 310]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [231, 128]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [21, 307]}, {'color': 'red', 'shape': 'star', 'pos': [431, 305]}, {'color': 'red', 'shape': 'star', 'pos': [88, 204]}]",yes<|im_end|>,True,301
1201,blue,square,True,8,0.0,4,0,sha,"[{'color': 'blue', 'shape': 'square', 'pos': [106, 184]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [57, 145]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [229, 25]}, {'color': 'purple', 'shape': 'star', 'pos': [86, 259]}, {'color': 'purple', 'shape': 'star', 'pos': [360, 149]}, {'color': 'orange', 'shape': 'star', 'pos': [395, 229]}, {'color': 'orange', 'shape': 'star', 'pos': [166, 81]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [34, 414]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [229, 414]}]",yes<|im_end|>,True,301
1202,blue,square,False,8,0.0,4,0,col,"[{'color': 'orange', 'shape': 'pentagon', 'pos': [108, 292]}, {'color': 'orange', 'shape': 'pentagon', 'pos': [351, 174]}, {'color': 'green', 'shape': 'pentagon', 'pos': [159, 273]}, {'color': 'green', 'shape': 'pentagon', 'pos': [62, 52]}, {'color': 'green', 'shape': 'heart', 'pos': [189, 118]}, {'color': 'green', 'shape': 'heart', 'pos': [144, 69]}, {'color': 'orange', 'shape': 'heart', 'pos': [217, 330]}, {'color': 'orange', 'shape': 'heart', 'pos': [260, 224]}]",no<|im_end|>,True,301
1203,blue,square,False,8,0.0,4,0,sha,"[{'color': 'green', 'shape': 'triangle', 'pos': [16, 114]}, {'color': 'green', 'shape': 'triangle', 'pos': [111, 385]}, {'color': 'purple', 'shape': 'triangle', 'pos': [329, 136]}, {'color': 'purple', 'shape': 'triangle', 'pos': [316, 380]}, {'color': 'green', 'shape': 'circle', 'pos': [98, 45]}, {'color': 'green', 'shape': 'circle', 'pos': [383, 184]}, {'color': 'purple', 'shape': 'circle', 'pos': [271, 24]}, {'color': 'purple', 'shape': 'circle', 'pos': [367, 93]}]",no<|im_end|>,True,301
1204,blue,square,True,8,0.25,4,0,col,"[{'color': 'blue', 'shape': 'square', 'pos': [91, 225]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [385, 44]}, {'color': 'blue', 'shape': 'pentagon', 'pos': [399, 334]}, {'color': 'yellow', 'shape': 'star', 'pos': [425, 281]}, {'color': 'yellow', 'shape': 'star', 'pos': [277, 86]}, {'color': 'red', 'shape': 'star', 'pos': [127, 286]}, {'color': 'red', 'shape': 'star', 'pos': [155, 136]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [66, 401]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [242, 76]}]",yes<|im_end|>,True,301
1205,blue,square,True,8,0.25,4,0,sha,"[{'color': 'blue', 'shape': 'square', 'pos': [205, 29]}, {'color': 'purple', 'shape': 'square', 'pos': [188, 209]}, {'color': 'purple', 'shape': 'square', 'pos': [147, 68]}, {'color': 'yellow', 'shape': 'circle', 'pos': [34, 237]}, {'color': 'yellow', 'shape': 'circle', 'pos': [355, 87]}, {'color': 'yellow', 'shape': 'heart', 'pos': [274, 31]}, {'color': 'yellow', 'shape': 'heart', 'pos': [80, 338]}, {'color': 'purple', 'shape': 'heart', 'pos': [319, 181]}, {'color': 'purple', 'shape': 'heart', 'pos': [153, 237]}]",yes<|im_end|>,True,301
1206,blue,square,False,8,0.25,4,0,col,"[{'color': 'blue', 'shape': 'heart', 'pos': [26, 222]}, {'color': 'blue', 'shape': 'heart', 'pos': [242, 85]}, {'color': 'green', 'shape': 'pentagon', 'pos': [83, 293]}, {'color': 'green', 'shape': 'pentagon', 'pos': [45, 350]}, {'color': 'purple', 'shape': 'heart', 'pos': [324, 151]}, {'color': 'purple', 'shape': 'heart', 'pos': [27, 116]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [34, 411]}, {'color': 'purple', 'shape': 'pentagon', 'pos': [377, 235]}]",no<|im_end|>,True,301
1207,blue,square,False,8,0.25,4,0,sha,"[{'color': 'green', 'shape': 'square', 'pos': [303, 142]}, {'color': 'green', 'shape': 'square', 'pos': [377, 282]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [157, 96]}, {'color': 'yellow', 'shape': 'pentagon', 'pos': [183, 136]}, {'color': 'green', 'shape': 'star', 'pos': [108, 404]}, {'color': 'green', 'shape': 'star', 'pos': [368, 72]}, {'color': 'green', 'shape': 'pentagon', 'pos': [52, 53]}, {'color': 'green', 'shape': 'pentagon', 'pos': [422, 84]}]",no<|im_end|>,True,301
1208,blue,square,True,8,0.5,4,0,col,"[{'color': 'blue', 'shape': 'square', 'pos': [117, 79]}, {'color': 'blue', 'shape': 'triangle', 'pos': [23, 345]}, {'color': 'blue', 'shape': 'triangle', 'pos': [398, 57]}, {'color': 'orange', 'shape': 'square', 'pos': [124, 308]}, {'color': 'orange', 'shape': 'square', 'pos': [40, 142]}, {'color': 'purple', 'shape': 'heart', 'pos': [378, 182]}, {'color': 'purple', 'shape': 'heart', 'pos': [411, 413]}, {'color': 'orange', 'shape': 'triangle', 'pos': [171, 288]}, {'color': 'orange', 'shape': 'triangle', 'pos': [16, 277]}]",yes<|im_end|>,True,301
1209,blue,square,True,8,0.5,4,0,sha,"[{'color': 'blue', 'shape': 'square', 'pos': [391, 354]}, {'color': 'yellow', 'shape': 'square', 'pos': [101, 234]}, {'color': 'yellow', 'shape': 'square', 'pos': [270, 293]}, {'color': 'blue', 'shape': 'heart', 'pos': [273, 379]}, {'color': 'blue', 'shape': 'heart', 'pos': [63, 350]}, {'color': 'green', 'shape': 'triangle', 'pos': [314, 412]}, {'color': 'green', 'shape': 'triangle', 'pos': [379, 388]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [22, 195]}, {'color': 'yellow', 'shape': 'triangle', 'pos': [244, 229]}]",yes<|im_end|>,True,301
